Name,RA,Dec,Class,Gmag
2MASS J05013419-6612519,75.39257265,-66.21444473,Hot,12.672475
2MASS J05014071-7054588,75.41964592,-70.91635833,Hot,13.229735
2MASS J05014445-6839266,75.43529996,-68.65735587,Hot,15.505303
OGLE BRIGHT-LMC-MISC-389,75.45746154,-70.26417752,Hot,13.516047
WISE J050151.50-710316.2,75.46461319,-71.05449959,Hot,14.346797
WISE J050154.62-670253.5,75.47756691,-67.04820784,Hot,13.174503
WISE J050155.35-703130.0,75.48071095,-70.52505340,Hot,13.609343
2MASS J05015643-6951314,75.48525203,-69.85871886,Hot,15.405520999999998
EROS2-star lm055-2n-14797,75.48618189,-71.15062690,Hot,13.861065
EROS2-star lm055-2n-6025,75.56529693,-70.98876157,Hot,14.054715
WISE J050218.08-660627.3,75.57527436,-66.10758890,Hot,13.091481
WISE J050218.25-671742.9,75.57604870,-67.29526534,Hot,14.056212
MACHO  25.3597.7,75.58115852,-67.08986942,Hot,13.727444
WISE J050221.54-714742.0,75.58976144,-71.79502550,Hot,13.454627
WISE J050224.30-662034.9,75.60127283,-66.34304768,Hot,13.72045
EROS2-star lm042-7k-21506,75.60404340,-66.06357773,Hot,14.118121
 HV  2301,75.61452853,-70.81202682,Hot,13.728579500000002
WISE J050228.20-695613.8,75.61751087,-69.93716378,Hot,13.668438
2MASS J05023010-6954046,75.62558160,-69.90126943,Cool,15.762985
WISE J050232.34-691921.8,75.63482158,-69.32274279,Hot,13.838943
WISE J050237.49-714348.3,75.65620667,-71.73011116,Hot,13.974303
WISE J050237.58-660710.0,75.65662739,-66.11945243,Hot,13.983883
MACHO  53.3600.165,75.66380642,-66.89221904,Hot,14.014423999999998
WISE J050239.92-703113.9,75.66637240,-70.52054510,Hot,13.571146
WISE J050240.47-701920.5,75.66865555,-70.32237324,Hot,13.159772
WISE J050245.97-660925.2,75.69155730,-66.15699374,Hot,13.544235
WISE J050247.63-642915.8,75.69844995,-64.48773107,Hot,13.058926
WISE J050251.04-660411.2,75.71266322,-66.06980802,Hot,12.983119
MACHO   1.3689.27,75.72218654,-68.97503660,Hot,14.952045000000002
2MASS J05025417-6608323,75.72575486,-66.14226720,Hot,13.328132
WISE J050254.90-681609.8,75.72876276,-68.26939132,Hot,14.2528
WISE J050255.76-681029.9,75.73231197,-68.17502938,Hot,13.146660999999998
WISE J050256.99-660343.5,75.73758467,-66.06207926,Hot,13.725018
WISE J050300.94-670022.0,75.75392402,-67.00613344,Hot,13.947042
OGLE LMC-SC14  50495,75.75977538,-68.78895338,Hot,13.1653385
WISE J050305.44-664539.4,75.77265734,-66.76094138,Hot,13.866442
WISE J050305.52-681941.7,75.77292831,-68.32825650,Hot,15.538123
 HV   886,75.78366938,-66.23097651,Hot,13.247279
WISE J050310.08-700953.9,75.79205165,-70.16496082,Hot,13.581747
WISE J050314.10-685440.4,75.80879193,-68.91127597,Hot,13.890778
WISE J050315.10-670724.5,75.81293194,-67.12345142,Hot,13.049017999999998
2MASS J05031562-6721498,75.81515492,-67.36386048,Hot,15.813807
WISE J050318.50-695505.9,75.82702621,-69.91834759,Hot,13.571466
WISE J050319.72-662045.8,75.83214276,-66.34604350,Hot,13.095726
WISE J050320.86-714554.6,75.83691137,-71.76518111,Hot,14.4292755
2MASS J05032232-6622112,75.84302852,-66.36982987,Hot,12.539352
WISE J050322.46-694605.5,75.84372603,-69.76824844,Hot,13.940921
WISE J050322.83-690129.5,75.84519172,-69.02485356,Hot,13.412044
MACHO  53.3728.12,75.85097810,-66.38113868,Cool,13.267776500000002
WISE J050324.56-662302.8,75.85239538,-66.38415884,Cool,13.450168
WISE J050325.87-661949.9,75.85778860,-66.33052813,Hot,14.357134
 HV  2292,75.86044293,-69.14893020,Hot,13.594757
MACHO  25.3717.8,75.86339028,-67.15367227,Hot,12.733871
WISE J050327.34-655957.1,75.86397563,-65.99921228,Hot,13.776389000000002
WISE J050328.63-702948.0,75.86941202,-70.49667575,Hot,13.631837
WISE J050330.76-661216.7,75.87817742,-66.20464499,Hot,13.65768
MACHO  55.3854.11,75.88708925,-66.05695167,Hot,13.269293
2MASS J05033554-7002507,75.89808814,-70.04742530,Hot,14.7476845
MACHO  55.3850.11,75.90552409,-66.29896189,Hot,13.358556
WISE J050339.53-672934.9,75.91473871,-67.49310427,Hot,15.192379999999998
2MASS J05034007-6930583,75.91704531,-69.51619499,Hot,15.814794
WISE J050341.55-660043.1,75.92315342,-66.01196942,Hot,13.371307
MACHO  23.3785.10,75.93335762,-70.65983274,Hot,13.844566
WISE J050344.53-653926.7,75.93555571,-65.65741660,Hot,15.482179
MACHO  55.3853.8,75.95163824,-66.13299346,Hot,13.182707
 HV   889,75.95631572,-68.93405054,Hot,13.53294
WISE J050350.66-662532.5,75.96109825,-66.42571802,Hot,13.355741
WISE J050352.74-685840.7,75.96982423,-68.97797096,Hot,14.674103
WISE J050353.47-685547.5,75.97293138,-68.92991307,Hot,14.160407
MACHO  53.3847.16,75.97631516,-66.50518576,Hot,14.004057
2MASS J05035689-6829078,75.98700663,-68.48549885,Hot,15.27849
WISE J050400.07-690351.1,76.00030854,-69.06417320,Hot,14.075588
WISE J050401.95-661941.5,76.00816084,-66.32823287,Hot,13.69035
 NGC 1818    WBT       5,76.03099543,-66.44529694,Hot,12.885406
MACHO  53.3849.11,76.03517175,-66.38637234,Hot,12.925641
2MASS J05041044-6836545,76.04355457,-68.61516651,Hot,15.819525
WISE J050416.38-660923.5,76.06825381,-66.15651617,Hot,13.944003
WISE J050417.01-662545.7,76.07094628,-66.42937986,Cool,14.001377
WISE J050417.51-662639.2,76.07298757,-66.44425135,Hot,14.090488
WISE J050419.24-655920.4,76.08021459,-65.98903653,Hot,13.691555
2MASS J05042025-6720353,76.08440697,-67.34314320,Hot,15.239774
WISE J050420.43-661053.9,76.08504915,-66.18162832,Hot,13.54263
WISE J050423.54-681743.5,76.09819355,-68.29540246,Hot,14.808862
WISE J050423.73-661937.7,76.09892107,-66.32715970,Hot,13.983221
WISE J050424.88-663714.0,76.10368589,-66.62053559,Hot,14.015776
2MASS J05042877-6857522,76.11994680,-68.96444617,Hot,15.661903
WISE J050428.98-660720.3,76.12079754,-66.12232126,Hot,13.726349
WISE J050432.14-661909.5,76.13388807,-66.31929828,Hot,13.461001
OGLE LMC-CEP-3559,76.13718039,-73.15621050,Hot,15.032111
WISE J050438.34-662055.8,76.15978401,-66.34885009,Hot,13.409293
WISE J050439.91-661611.7,76.16633540,-66.26993375,Hot,13.840519
WISE J050446.84-651148.4,76.19515035,-65.19682485,Hot,15.426082999999998
2MASS J05044793-6925065,76.19971555,-69.41844549,Hot,15.122866
WISE J050450.13-703658.5,76.20886292,-70.61630648,Hot,13.150552
WISE J050451.37-714753.0,76.21401783,-71.79806400,Cool,13.7281
WISE J050451.38-664133.8,76.21412468,-66.69274425,Hot,14.011771
2MASS J05045214-6903464,76.21741693,-69.06283485,Hot,12.6417055
{[O96]} D066-4,76.22470491,-68.03295670,Hot,13.2378235
2MASS J05045449-6937130,76.22716454,-69.62028226,Hot,15.275943
WISE J050455.15-683307.0,76.22985710,-68.55192120,Hot,13.281614
2MASS J05045770-6854047,76.24048313,-68.90127263,Cool,14.65291
WISE J050458.02-705956.7,76.24177185,-70.99909919,Hot,13.831294
2MASS J05050015-6841546,76.25063053,-68.69851083,Hot,15.046891
WISE J050501.06-662830.2,76.25444120,-66.47507617,Hot,13.700598
2MASS J05050431-6718501,76.26794066,-67.31392487,Hot,15.025166
WISE J050504.37-662146.4,76.26823882,-66.36288925,Hot,13.582707999999998
WISE J050506.76-683724.5,76.27820272,-68.62347540,Hot,13.691713
2MASS J05050784-6714423,76.28276609,-67.24507403,Hot,15.458812
WISE J050508.41-685559.7,76.28507450,-68.93326279,Hot,13.45797
WISE J050510.22-703555.1,76.29266887,-70.59864819,Hot,13.495997
SP77  40-9,76.30512365,-70.70605909,Hot,12.315221
MACHO  53.4092.807,76.30959502,-66.31474567,Hot,12.77434
2MASS J05051562-6556064,76.31529217,-65.93515974,Hot,15.548923
WISE J050522.47-665349.9,76.34359078,-66.89719524,Hot,14.354421
WISE J050528.79-703723.2,76.36999464,-70.62310660,Hot,13.254239000000002
SP77  28-32,76.37781949,-66.05127571,Hot,12.056742
WISE J050532.90-685352.7,76.38712685,-68.89795342,Hot,14.855843
2MASS J05053586-6845243,76.39953478,-68.75673352,Hot,13.731271
2MASS J05053752-6854246,76.40641344,-68.90680876,Cool,14.796982
EROS2-star lm079-1m-17172,76.42567313,-73.36274974,Hot,15.30357
2MASS J05054711-7001325,76.44638052,-70.02569422,Hot,15.81249
MACHO  53.4205.10,76.45569627,-66.87681765,Hot,14.375858
2MASS J05055092-7016525,76.46217587,-70.28124995,Hot,14.23623
2MASS J05055249-6734575,76.46876834,-67.58265438,Hot,14.960273999999998
WISE J050553.47-662345.6,76.47279217,-66.39599903,Hot,13.66145
WISE J050554.27-683724.3,76.47613824,-68.62342688,Hot,13.682926
2MASS J05055438-6911148,76.47667301,-69.18745775,Hot,14.846003
WISE J050554.79-752115.3,76.47833078,-75.35427262,Hot,15.544032
WISE J050555.12-663101.8,76.47974752,-66.51714186,Cool,14.124759
 HV   893,76.50378635,-69.10475694,Hot,13.961845
2MASS J05060438-6550331,76.51827141,-65.84253718,Hot,14.471928
2MASS J05060860-6947117,76.53598258,-69.78657901,Hot,15.657926000000002
 HV  2338,76.53692729,-71.25725524,Hot,12.604963
2MASS J05060929-6906563,76.53881182,-69.11563497,Hot,14.14259
WISE J050609.47-662925.8,76.53949595,-66.49051454,Hot,14.128747
OGLE LMC510.29.035068,76.54429301,-68.09535016,Hot,13.383776999999998
WISE J050610.90-684026.2,76.54541461,-68.67391247,Hot,13.510153
WISE J050613.64-720449.7,76.55701297,-72.08046950,Hot,14.279579
WISE J050615.82-681513.2,76.56606344,-68.25368250,Hot,13.113765
WISE J050616.02-664518.4,76.56677541,-66.75512138,Hot,13.842925
WISE J050616.42-661027.0,76.56834977,-66.17418043,Hot,13.825458
MACHO  19.4182.12,76.56886847,-68.36857208,Hot,13.098646
2MASS J05061995-6625033,76.58300446,-66.41762125,Hot,15.262742
WISE J050623.24-694041.1,76.59688840,-69.67809715,Hot,15.937706
WISE J050627.59-682152.0,76.61502763,-68.36445086,Hot,13.699912
WISE J050631.62-702120.8,76.63187243,-70.35579091,Hot,14.309853
2MASS J05063209-6924019,76.63387311,-69.40054348,Hot,15.817332
OGLE BRIGHT-LMC-MISC-378,76.63753893,-68.36250700,Cool,13.428045999999998
MACHO  10.4279.1464,76.64432292,-70.02444082,Hot,13.512543
WISE J050635.76-703419.0,76.64906738,-70.57196941,Hot,12.7467165
WISE J050637.16-661436.8,76.65443948,-66.24356627,Hot,14.456697
WISE J050643.58-684217.8,76.68155121,-68.70501116,Hot,13.447469
WISE J050648.18-664007.9,76.70076175,-66.66886662,Hot,13.856821
 HV  2319,76.72074276,-68.65988444,Hot,14.014165
 HV  2326,76.73416348,-69.05427335,Hot,13.767907
WISE J050658.07-690856.1,76.74202240,-69.14889067,Hot,13.3715105
WISE J050704.95-704909.1,76.77065918,-70.81920658,Hot,14.420735999999998
WISE J050705.49-684304.9,76.77289072,-68.71800258,Hot,13.481656
WISE J050706.09-674346.5,76.77539668,-67.72960868,Hot,13.421838
WISE J050706.20-652147.3,76.77583929,-65.36315537,Hot,14.481594
2MASS J05070771-6622502,76.78213244,-66.38062917,Hot,14.208962
 HV   899,76.78262724,-68.88873606,Hot,13.070987
WISE J050708.22-681711.4,76.78432633,-68.28653266,Hot,13.554347
EROS2-star lm079-1n-4150,76.79333571,-73.49100969,Hot,15.677097
WISE J050711.73-753448.6,76.79894215,-75.58019311,Hot,15.265492000000002
2MASS J05071365-6846433,76.80695760,-68.77866873,Hot,15.087351000000002
HD 271018,76.80910115,-66.05511932,Hot,11.257395
WISE J050715.37-701203.0,76.81412474,-70.20080152,Hot,13.15477
 TT Dor,76.81663560,-68.88348489,Hot,11.966453
WISE J050722.11-652428.1,76.84214895,-65.40782023,Hot,15.742020000000002
WISE J050726.08-662818.6,76.85869310,-66.47183760,Hot,13.727035999999998
WISE J050729.90-673814.6,76.87462299,-67.63739729,Hot,13.119198
WISE J050729.94-695952.1,76.87480109,-69.99783341,Hot,13.729506
WISE J050730.60-702508.0,76.87759335,-70.41888419,Hot,14.441203
EROS2-star lm018-6k-5802,76.87760520,-68.74523458,Hot,13.855544
WISE J050730.95-652022.4,76.87895275,-65.33956633,Hot,12.873668
WISE J050733.01-663447.9,76.88753423,-66.57997873,Hot,13.813145
WISE J050733.38-683117.8,76.88910595,-68.52166056,Cool,13.790269
WISE J050738.39-704354.1,76.90999227,-70.73170759,Hot,14.911332000000002
WISE J050738.60-692021.7,76.91084528,-69.33937571,Hot,13.017652
WISE J050744.60-690449.3,76.93588311,-69.08039509,Hot,14.341094
WISE J050748.74-683725.6,76.95310858,-68.62379996,Hot,14.539181
MACHO   1.4411.8,76.96007882,-69.23056775,Hot,13.055861
WISE J050753.09-683352.8,76.97116853,-68.56467372,Hot,13.475038
WISE J050753.46-655925.4,76.97279604,-65.99038600,Hot,13.460175
WISE J050754.22-670952.8,76.97597545,-67.16469102,Hot,14.823002
WISE J050755.30-700204.4,76.98041279,-70.03459419,Hot,14.090186
WISE J050801.97-670545.8,77.00811429,-67.09610077,Hot,13.395072
EROS2-star lm043-7l-1597,77.04141926,-66.11447566,Hot,14.083931
WISE J050811.02-683142.2,77.04592507,-68.52838733,Hot,13.961018
WISE J050812.73-663835.9,77.05306832,-66.64331528,Hot,13.831878
WISE J050815.10-673910.2,77.06295557,-67.65284961,Hot,14.396103
2MASS J05081989-6955573,77.08302387,-69.93262461,Hot,15.494938
WISE J050824.49-703131.1,77.10199542,-70.52531544,Hot,13.617926
MACHO  22.4510.3189,77.12128007,-70.74018556,Hot,13.527399
2MASS J05083236-6844303,77.13477829,-68.74175156,Hot,15.571682999999998
MACHO   9.4516.10,77.14464998,-70.33383089,Hot,13.587353
2MASS J05083701-6944292,77.15433856,-69.74150596,Cool,15.673445
2MASS J05084321-6759391,77.18008453,-67.99422303,Hot,15.39591
WISE J050844.68-680248.2,77.18624846,-68.04672746,Hot,14.372005
WISE J050844.88-663158.4,77.18703846,-66.53289315,Hot,13.5112
WISE J050849.07-712709.5,77.20451411,-71.45267654,Hot,12.269914
{[BB69]} LMC  4,77.28622219,-68.98539444,Hot,12.199508
WISE J050911.17-655205.7,77.29653867,-65.86825627,Cool,13.216532999999998
2MASS J05091708-6944170,77.32129503,-69.73809121,Hot,15.543138
 HV   909,77.33393271,-70.45751179,Hot,12.670775
WISE J050921.87-700835.6,77.34116695,-70.14324911,Hot,14.065134
WISE J050926.54-632735.3,77.36058121,-63.45981422,Hot,15.710045999999998
MACHO  79.4659.3349,77.36613601,-68.85212300,Cool,13.433059
WISE J050930.46-682845.7,77.37692945,-68.47936638,Hot,13.752261
OGLE LMC-SC11  13943,77.40167786,-69.08177223,Hot,13.034748
WISE J050940.39-710259.5,77.41828669,-71.04989398,Hot,13.261194
WISE J050944.92-652316.7,77.43719939,-65.38798042,Hot,14.092647
MACHO   2.4786.16,77.46668392,-68.45785247,Hot,13.551982999999998
WISE J050957.15-685144.2,77.48809372,-68.86227489,Hot,14.248137
OGLE LMC-SC11 350631,77.49179702,-68.73437351,Hot,14.644163
WISE J050959.06-700430.9,77.49598260,-70.07525024,Hot,13.995189000000002
2MASS J05095985-6652260,77.49936637,-66.87388239,Hot,15.552463
2MASS J05100388-6957358,77.51637866,-69.95994352,Hot,15.4434185
WISE J051008.05-660330.5,77.53353414,-66.05849952,Hot,15.457737
2MASS J05100840-7029524,77.53514533,-70.49791627,Hot,13.15656
2MASS J05101161-6751101,77.54840099,-67.85277431,Hot,13.703762
2MASS J05101644-7114455,77.56848267,-71.24602037,Hot,14.275363
WISE J051016.65-683915.9,77.56939714,-68.65443521,Hot,12.890274
WISE J051019.02-651629.4,77.57917066,-65.27483102,Hot,13.378126000000002
2MASS J05102432-7005111,77.60137418,-70.08644991,Hot,15.288762
MACHO  79.4902.12,77.60954363,-68.80783332,Hot,13.324682
WISE J051026.68-651509.0,77.61118856,-65.25251507,Hot,13.446303
WISE J051031.34-663939.6,77.63058144,-66.66099091,Hot,14.363829999999998
WISE J051032.21-692608.1,77.63430653,-69.43560824,Hot,13.596785999999998
WISE J051038.76-642117.8,77.66149474,-64.35494331,EM,14.231917
WISE J051042.18-690305.6,77.67575292,-69.05156425,Hot,13.667515
WISE J051047.58-692122.7,77.69821255,-69.35632148,Hot,13.385348
WISE J051052.69-691031.9,77.71957335,-69.17558080,Hot,12.967479
SP77  38-7,77.73249978,-68.81413434,Hot,12.034822
2MASS J05105602-7034246,77.73345864,-70.57352173,Hot,12.765387
2MASS J05105703-7055344,77.73765074,-70.92626832,Hot,15.710202
WISE J051100.66-703347.0,77.75278621,-70.56309546,Hot,13.844918
OGLE BRIGHT-LMC-MISC-57,77.76789743,-69.31299523,Hot,12.6584015
2MASS J05110487-7014366,77.77039199,-70.24354244,Hot,12.747536
WISE J051109.48-652625.3,77.78950690,-65.44036539,Hot,12.810149
WISE J051109.70-630056.3,77.79041382,-63.01563889,Hot,13.502529999999998
2MASS J05111564-7106520,77.81527484,-71.11445816,Hot,15.295379
WISE J051116.59-684709.8,77.81912323,-68.78606265,Hot,13.228422
2MASS J05112222-6953252,77.84267584,-69.89035261,Hot,15.446355
WISE J051123.28-691319.2,77.84691408,-69.22204378,Hot,13.466212
2MASS J05113549-6914193,77.89799841,-69.23871849,Hot,14.505946
MACHO   2.5031.14,77.90200345,-68.26701355,Hot,13.470695499999998
WISE J051137.21-691817.4,77.90505487,-69.30482998,Hot,13.483119
MACHO  38.4975.6,77.90965354,-72.01589044,Hot,13.361109
WISE J051140.07-691950.7,77.91701635,-69.33076958,Hot,13.653057999999998
WISE J051205.55-670842.0,78.02318402,-67.14501446,Hot,13.472095499999998
2MASS J05121001-6724046,78.04174551,-67.40125907,Hot,15.663033
2MASS J05122356-6800128,78.09823672,-68.00360430,Hot,15.406243
MACHO   9.5244.6,78.12101552,-70.20821137,Hot,13.489161
WISE J051231.51-684807.7,78.13133405,-68.80214478,Hot,14.127624
MACHO   2.5272.873,78.14572198,-68.35439061,Hot,14.213976999999998
WISE J051238.27-681009.9,78.15949052,-68.16943488,Hot,13.830082
WISE J051238.57-662428.4,78.16071509,-66.40788150,Hot,13.83019
WISE J051239.39-682633.8,78.16425681,-68.44277145,Hot,13.780252
2MASS J05124462-6632469,78.18594522,-66.54638169,Hot,15.51644
WISE J051246.36-715022.1,78.19327968,-71.83951202,Hot,13.534221
WISE J051255.21-681918.6,78.22999612,-68.32189143,Hot,14.658219
WISE J051259.17-652456.8,78.24656277,-65.41577668,Hot,13.39103
2MASS J05130173-7106293,78.25728560,-71.10816341,Hot,15.589389
EROS2-star lm009-0m-23560,78.27624033,-69.19140994,Cool,13.944074
WISE J051314.43-685757.5,78.31013919,-68.96597963,Hot,14.30899
WISE J051316.79-693322.1,78.32009736,-69.55616212,Hot,13.492679999999998
2MASS J05132339-6858392,78.34749925,-68.97755435,Hot,15.583379999999998
WISE J051324.25-691457.9,78.35092206,-69.24941551,Hot,13.315883
WISE J051325.33-680632.1,78.35559613,-68.10890255,Hot,14.658279
WISE J051327.74-684039.3,78.36558107,-68.67759993,Hot,13.574715
WISE J051331.19-721834.8,78.38001726,-72.30969529,Hot,15.338527
2MASS J05133131-6627360,78.38039211,-66.46007369,Hot,13.09673
2MASS J05133242-6751012,78.38513819,-67.85039888,Hot,15.747156
EROS2-star lm018-7n-15001,78.39928739,-68.95319771,Hot,14.207201
WISE J051341.58-671209.4,78.42330567,-67.20266167,Cool,13.144951
2MASS J05134229-7013532,78.42617513,-70.23143938,Hot,15.413138
WISE J051343.20-685750.8,78.43001359,-68.96411479,Hot,13.504722
2MASS J05134809-6926276,78.45056019,-69.44103462,Hot,14.968363
WISE J051350.54-645640.5,78.46061113,-64.94459409,Hot,13.581178
OGLE BRIGHT-LMC-MISC-42,78.50391145,-67.33944997,Hot,14.018501
OGLE BRIGHT-LMC-MISC-60,78.50760486,-69.59810062,Hot,12.822449
OGLE LMC-SC9  88658,78.50838732,-69.66553625,Hot,12.952744
WISE J051402.72-704243.8,78.51137445,-70.71220068,Hot,14.868301
WISE J051405.21-682833.1,78.52176349,-68.47589593,Hot,14.940735
WISE J051407.28-663118.7,78.53038187,-66.52187037,Hot,14.7539215
2MASS J05141311-7045521,78.55465522,-70.76448503,Hot,15.962135
2MASS J05142506-7108135,78.60454695,-71.13711532,Hot,13.055947
SHV 0515121-711907,78.63385735,-71.26409470,Hot,15.939132
EROS2-star lm009-0m-12070,78.65116072,-69.12359555,Hot,14.208124
MSX LMC 1774,78.66335371,-70.08677653,Hot,15.496924
2MASS J05144351-6905090,78.68136484,-69.08582385,Hot,14.877541
WISE J051446.25-683918.1,78.69275813,-68.65502117,Hot,13.345743
2MASS J05145470-6909341,78.72792715,-69.15948077,Hot,15.680812
OGLE LMC-SC9 298161,78.72849550,-69.56178052,Cool,14.25278
WISE J051457.83-693531.8,78.74093361,-69.59223511,Hot,13.713381
WISE J051509.32-661728.5,78.78883837,-66.29126639,Hot,14.024041
2MASS J05151338-6859139,78.80572648,-68.98719252,Hot,15.565428
2MASS J05151838-6755501,78.82654063,-67.93065983,Hot,15.512017000000002
WISE J051518.67-670725.8,78.82784653,-67.12384408,Hot,13.220538
OGLE BRIGHT-LMC-MISC-36,78.87076169,-66.81039744,Hot,12.462545
WISE J051531.81-670649.9,78.88250830,-67.11385857,Hot,13.815748
WISE J051535.05-662549.9,78.89607988,-66.43053836,Hot,13.5447035
2MASS J05153631-6925541,78.90135470,-69.43174125,Hot,13.567278
SP77  37-36,78.90530889,-67.12016436,Hot,11.829571
WISE J051541.11-691917.3,78.92147749,-69.32150554,Hot,13.619412
WISE J051542.87-692300.2,78.92849543,-69.38346711,Hot,13.838132
WISE J051544.72-663355.9,78.93634032,-66.56554486,Hot,14.244357999999998
WISE J051545.32-641103.5,78.93886572,-64.18433765,Hot,12.863671
WISE J051547.94-722721.7,78.94978354,-72.45603917,Hot,14.102484
2MASS J05154901-6912501,78.95431555,-69.21392910,Hot,14.9606
2MASS J05155079-6941556,78.96164428,-69.69882191,Hot,15.351275
2MASS J05155595-6858545,78.98320911,-68.98182189,Hot,15.765351999999998
EROS2-star lm009-1l-18607,78.98603651,-69.30847989,Hot,14.028888
2MASS J05160074-7004550,79.00309854,-70.08198506,Hot,15.397212
WISE J051602.90-710025.8,79.01213425,-71.00722032,Hot,13.976967000000002
WISE J051603.38-671048.5,79.01417537,-67.18011194,Hot,13.506079
WISE J051603.79-645037.3,79.01580913,-64.84370410,Hot,13.243409
2MASS J05160540-6931248,79.02249912,-69.52354430,Cool,15.646624
2MASS J05160631-6922129,79.02640735,-69.37024405,Hot,15.267576000000002
LHA 120-S  94,79.03091557,-69.68399968,Hot,13.986044
2MASS J05161167-6844537,79.04864546,-68.74825557,Hot,13.945754
WISE J051617.02-632354.3,79.07092360,-63.39845245,Hot,12.212605
WISE J051618.95-671546.7,79.07901134,-67.26300194,Cool,13.695806
WISE J051620.34-693925.5,79.08478862,-69.65709632,Hot,12.989351
WISE J051622.28-662215.3,79.09281735,-66.37092742,Hot,13.834907
MACHO  78.5859.12,79.09307844,-69.54259590,Hot,13.348889000000002
SHV 0516362-675310,79.11933385,-67.83327192,Hot,13.537142
WISE J051636.49-665608.9,79.15207859,-66.93580914,Hot,13.5285225
WISE J051638.29-743301.6,79.15964126,-74.55046507,Hot,13.95794
WISE J051646.22-721629.8,79.19266138,-72.27496587,Hot,13.945560999999998
WISE J051647.05-624607.7,79.19605473,-62.76881610,Hot,14.342649
WISE J051650.63-664429.9,79.21100510,-66.74164783,Hot,14.413142
2MASS J05165214-6946388,79.21730699,-69.77745974,Hot,14.742045
2MASS J05165283-6926549,79.22021823,-69.44860978,Hot,14.339297
OGLE BRIGHT-LMC-MISC-361,79.24136611,-69.57448599,Hot,12.422013
2MASS J05170502-6904240,79.27102063,-69.07334175,Hot,15.701007
2MASS J05170940-6933205,79.28927292,-69.55570922,Hot,15.379362
OGLE BRIGHT-LMC-ECL-74,79.28996537,-69.73887979,Hot,13.0820675
2MASS J05171061-6907364,79.29429030,-69.12680229,Hot,15.151832999999998
2MASS J05171663-6830119,79.31934185,-68.50330941,Hot,15.591133
WISE J051719.26-675401.9,79.33028426,-67.90054442,Hot,13.869839
2MASS J05171981-6836201,79.33257716,-68.60561069,Hot,16.080084
WISE J051725.57-663500.3,79.35660219,-66.58344986,Hot,13.995837
WISE J051727.89-682947.7,79.36623807,-68.49659499,Hot,13.8963
2MASS J05173214-6859300,79.38397297,-68.99168798,Hot,15.764653
2MASS J05173217-7141412,79.38412614,-71.69478739,Hot,12.0505495
WISE J051738.70-693112.1,79.41115570,-69.52011143,Hot,13.736734
WISE J051742.07-671048.9,79.42530340,-67.18025461,Hot,12.902445
WISE J051742.36-694735.0,79.42675488,-69.79309317,Hot,13.864385
OGLE BRIGHT-LMC-MISC-25,79.43105400,-69.57088247,Hot,12.589752
2MASS J05174542-6907192,79.43935468,-69.12202666,Hot,15.486209
2MASS J05174854-6901532,79.45228630,-69.03145954,Hot,14.631343
MACHO  78.6102.13,79.48100149,-69.48178017,Hot,13.138554999999998
WISE J051758.05-692551.3,79.49190088,-69.43094921,Hot,14.177974
2MASS J05175990-6844543,79.49962015,-68.74842084,Hot,15.460607
2MASS J05180432-6935092,79.51812234,-69.58590472,Hot,12.582039
WISE J051804.45-672144.0,79.51855397,-67.36223744,Hot,13.4501705
WISE J051811.28-691823.0,79.54703418,-69.30641525,Hot,13.524788
WISE J051813.51-662245.3,79.55635566,-66.37927924,Hot,13.706675
WISE J051813.70-682637.9,79.55703578,-68.44391882,Hot,13.935560999999998
WISE J051819.14-684306.3,79.57976690,-68.71844165,Hot,12.993162
2MASS J05182492-6859585,79.60387505,-68.99960311,Hot,15.219836
OGLE BRIGHT-LMC-MISC-30,79.62047848,-69.75650226,Hot,12.524657
2MASS J05183040-6936218,79.62675860,-69.60609007,Hot,12.604592
 HV   929,79.64044206,-67.21483288,Hot,13.51076
2MASS J05183465-6907559,79.64443187,-69.13224318,Hot,15.511349
2MASS J05183934-6941430,79.66399464,-69.69531462,Hot,13.026998
WISE J051841.21-692221.8,79.67180470,-69.37275611,Hot,12.883666
2MASS J05184162-7102265,79.67342383,-71.04073444,Hot,15.302437
EROS2-star lm009-3m-13964,79.69038077,-69.47407538,Hot,13.478493
WISE J051851.03-720712.4,79.71260924,-72.12014457,Hot,13.13551
WISE J051852.07-625750.2,79.71699096,-62.96396175,Contaminant,14.807224
OGLE BRIGHT-LMC-MISC-7,79.72303201,-68.97633110,Hot,13.615501
{[W60]} B68,79.74320809,-69.69589992,Hot,12.33677
2MASS J05190111-6856141,79.75461374,-68.93725963,Hot,15.43474
WISE J051909.12-650919.8,79.78798060,-65.15553330,Hot,13.51261
WISE J051910.68-721650.0,79.79441434,-72.28055180,Hot,14.682457
WISE J051916.85-655738.7,79.82016539,-65.96075386,Hot,14.044428
OGLE BRIGHT-LMC-MISC-16,79.82939980,-68.64241886,Hot,13.599576999999998
WISE J051919.55-681305.0,79.83151393,-68.21807400,Hot,13.729917000000002
WISE J051921.87-764152.7,79.84119883,-76.69798742,Hot,14.19736
WISE J051923.04-614815.5,79.84610820,-61.80429161,Hot,13.262011
2MASS J05192424-6925459,79.85103654,-69.42941389,Hot,13.14026
WISE J051924.30-672047.5,79.85125125,-67.34653617,Hot,12.877589
2MASS J05192863-7103453,79.86933379,-71.06258690,Hot,15.812559
WISE J051932.17-692533.2,79.88410089,-69.42592701,Hot,12.375463
