index,oid,ra,dec
219675,1805103300009119,321.2359639,48.2079735
219730,1805105100016930,327.5232236,50.7068651
219788,1806107300010376,330.4267172,50.1385497
219846,1806108200016592,327.5232407,50.7068584
219904,1806112400010023,329.2366216,52.0204195
219962,1806113100000676,338.1146398,54.9190601
220012,1806207300012482,330.4266742,50.1385631
220105,1807116100002969,338.114667,54.919066
220168,1807316100004412,338.1146622,54.9190521
220181,1807316200000065,337.6440974,54.9928552
220188,1812114100004800,45.3073605,62.0559433
220249,1812115100013103,42.0849609,61.8284198
220310,1812115100032389,41.8873756,61.6858483
220371,1812115200029389,40.5839822,61.9094688
220432,1812215100024896,41.8873685,61.685819
220513,1812314100008797,45.3074208,62.0559286
220533,1812315100027962,41.887397,61.6858264
220553,1812315200016334,40.5839913,61.9094629
220573,1829214200000471,247.8516916,62.1832052
220623,1833106200006252,295.7274217,58.0521935
220673,1833206200009920,295.7274006,58.0521923
220737,1836110200023857,331.8405615,59.7290453
220790,1836111300017712,328.9632279,58.9991604
220844,1836112400008891,327.0765902,59.1796857
220898,1836211300027909,328.9632145,58.9991563
220989,1837104300029370,338.1146566,54.9190709
221039,1837107200018529,340.6503425,58.0159254
221090,1841101400015854,45.3074731,62.0559391
221140,1841102400008981,42.2507879,62.5353369
221191,1841201400042371,45.3074105,62.0559222
221273,1855203400005715,247.8517028,62.1831725
221305,1858106300009338,295.0803564,64.0618342
221344,1858206300011783,295.0803918,64.0618382
