index,oid,ra,dec
95421,1673313200000699,217.5978133,33.3636306
95437,1681203300003710,274.875072,26.7041369
95496,1682106400015274,285.4539133,28.3705761
95552,1682106400047297,285.3276474,28.4121275
95601,1682113200056954,287.2723346,33.2397143
95604,1683110100074911,293.3693462,31.4849995
95655,1683201200044980,294.1309091,26.9419903
95712,1683201300036822,294.0301305,26.1986637
95765,1683302400023822,293.7809263,26.4537245
95779,1683305100057014,295.7867225,29.3944768
95793,1683309400040618,295.1581545,29.9774872
95807,1684108300002600,295.4093305,28.6599955
95858,1684108400103077,296.7455018,28.0452502
95880,1684108400152307,296.5687899,28.2718228
95883,1684203200058167,297.5997573,27.4656077
95904,1684207200053232,298.119892,29.4187726
95907,1684207300158288,297.5367031,28.1346843
95926,1684211300038264,297.9524894,30.0065567
95946,1684215100116439,298.8463127,32.673916
95951,1684311200010597,297.6004449,31.3639567
95964,1684312300039156,295.7732919,30.013223
95977,1685110100072576,309.1527744,30.7912095
95979,1685215400071095,306.0779328,31.9515448
95986,1686204300076103,311.578461,26.074779
95988,1686312100056835,312.0269586,31.2352823
96008,1686316200018878,310.5518707,33.091515
96028,1687205100000808,325.8041653,29.5587092
96100,1687215400031372,321.6879093,32.1901106
96152,1696316100005298,34.1989247,40.3267596
96169,1698101100018410,57.9770452,34.3589368
96172,1701108400045252,76.6476733,35.295591
96197,1701201300045702,82.4401863,33.3459541
96255,1701202400043865,80.6968753,33.4187381
96330,1701205300051363,82.4982493,35.2041565
96331,1702104200044840,84.0634052,34.1449816
96332,1702203300056290,85.5882299,33.8697413
96333,1717104200000123,209.1508054,34.8258232
96360,1725214300003191,281.1648586,39.6487275
96416,1727103400083978,296.2446096,33.9042692
96474,1727108400088934,294.1942806,35.2477774
96476,1727205100018604,300.6071384,36.4471956
96535,1727205300074875,299.9517118,35.3073447
96546,1727205400054551,300.588192,35.6768289
96549,1727210100140472,298.0714769,38.3993443
96601,1728109400039604,309.0779107,37.4171437
96602,1728111100066904,304.8889749,38.7313389
96603,1728111300079409,303.5119077,37.7593111
96604,1728112200111903,301.4953534,37.9196198
96656,1728112400097482,302.0203648,37.0726087
96658,1728207200052662,303.6294656,36.6624671
96665,1728208300108699,301.7213525,35.3058256
96697,1728211100125458,304.533498,38.7271541
96699,1728211300060756,303.7263831,37.3774307
96709,1728211400108162,304.2469559,37.4234178
96744,1728214100033355,306.9295833,40.59583
96746,1729105200024823,316.795762,36.2086091
96803,1729206300099285,313.7781878,35.3752732
96804,1729208100063633,310.6736324,36.3788908
96809,1730103200018277,320.2152071,34.3479349
96870,1730112400052886,319.4820869,37.3382378
96927,1730211300070652,320.0574359,37.8470561
96931,1731315100019981,329.388298,40.1230103
96944,1737303400031096,25.141835,40.5769556
96949,1741214400052483,64.3208728,46.2304917
96950,1742105300049035,75.6519717,42.311151
96951,1742203100039735,71.0722165,41.9457581
96977,1743106200029161,82.0335774,43.3937992
97035,1743204400036603,77.6980989,41.0043437
97060,1743204400060306,78.6000606,41.0948551
97061,1763212100002590,262.8524964,45.747653
97119,1765102400004825,286.2542227,41.0315531
97168,1765108200000168,280.0972855,43.9391379
97214,1766201400109304,297.6521179,40.5996767
97216,1766210100011257,295.5012105,45.6609373
97290,1766213300050795,297.010071,46.8976912
97295,1766214400006739,296.059983,46.8023251
97371,1767103100095926,302.7549392,42.1249403
97372,1767103400073768,302.335267,41.173802
97428,1767106300047848,303.3566176,42.3841793
97430,1767202300069324,304.2467643,40.8437734
97469,1768116100047130,309.1692254,47.4662006
97470,1768210100070071,314.9291201,45.8015607
97476,1768213400000537,317.7411309,46.8630826
97478,1768213400106656,317.4385015,46.7015276
97496,1768214400124561,314.2640959,46.5455414
97531,1768215100109477,312.2305424,47.1845983
97537,1768215400120544,312.3182647,46.2010661
97540,1769111300084534,320.0591814,44.3180913
97541,1769116300061577,316.4165435,46.2347408
97599,1769213300012465,325.2599941,46.7172202
97691,1769316300026246,317.2199151,46.5489815
97704,1769316300029645,316.9846971,46.4880387
97717,1770115300046887,328.6543628,46.8173721
97782,1770207400060101,329.9242483,42.5711398
97870,1770212200091232,326.3092518,45.8122835
97895,1770303100039098,329.809933,41.9604355
97908,1772216400052659,346.1029365,46.5451834
97909,1774210400028552,4.9927451,52.200636
97922,1777316300050661,26.5329908,53.607519
97943,1779307400039316,51.5227133,49.7456617
97951,1800108400031710,266.2278568,50.0420564
97952,1805103300009119,321.2359639,48.2079735
98007,1805106400076669,324.521817,49.7645694
98015,1805107300030763,320.4149772,50.0349531
98030,1805202100115484,324.9475676,48.5406215
98042,1805206100062223,325.0185856,50.3986216
98045,1806108200016592,327.5232407,50.7068584
98103,1806112400010023,329.2366216,52.0204195
98161,1806113300070259,336.4969466,53.7800166
98162,1806114200047392,333.7406823,54.8890089
98209,1806206300083158,333.606335,49.5895571
98215,1806206400075412,334.3597628,49.612885
98303,1806207300012482,330.4266742,50.1385631
98396,1806211100050058,332.3190665,53.1139293
98422,1806211100112555,331.8479632,52.5934775
98424,1806214100061222,334.2748287,54.5077461
98500,1806214300077609,333.1626402,53.7023614
98516,1806214300111492,332.8869599,53.9476374
98526,1806215100087808,332.1071663,54.2258415
98530,1806315100127151,331.9882078,54.5187419
98532,1807116200072111,336.2167951,54.7235668
98552,1807316200000065,337.6440974,54.9928552
98559,1809110100040123,10.734202,60.2561967
98627,1809114200056522,8.9661543,61.460753
98632,1809205400065985,13.2008809,56.6278598
98638,1809311200041490,5.1224544,60.2831082
98639,1809311200080003,4.7554622,60.3373242
98649,1809315400090442,6.7743056,61.0548746
98650,1810106200053118,19.9020164,58.3222345
98651,1810110300047421,19.3388075,58.8888047
98653,1810207100072412,17.8620539,57.5968709
98656,1810210100080179,21.8231132,60.1151849
98675,1810215300080140,15.6979805,60.8604408
98676,1810302300031438,19.4571634,55.447812
98679,1810306200067130,19.8482315,58.3030118
98680,1810307200069640,16.520165,57.7553873
98685,1810313200077921,23.1576349,61.9704787
98687,1811101100048731,36.3651229,56.1874436
98688,1811101200048502,34.973635,56.260894
98689,1811105300037231,35.5699129,57.1234156
98746,1811105300051354,35.56765,57.2735196
98747,1811106100051861,33.0498508,57.7463764
98748,1811106100051893,34.0157591,57.746091
98750,1811112400055273,26.7014968,59.3069298
98751,1811205300040968,35.619836,57.2081198
98827,1811302100035356,34.1201334,56.4879121
98840,1811303300065737,28.1057454,55.3327098
98841,1811306400073713,34.167558,56.7359126
98853,1812108300050471,38.0176111,56.6670175
98854,1812115100013103,42.0849609,61.8284198
98915,1812115200029389,40.5839822,61.9094688
98976,1812116400044528,38.1830197,60.9538479
98977,1812308100075496,38.3823883,57.5390134
98983,1812315100027962,41.887397,61.6858264
99003,1813103400033573,54.5078238,55.1711339
99007,1813201100064167,61.2464624,55.9074388
99010,1813205300063378,60.0942102,56.9033977
99011,1814202200053891,67.6889062,55.9465889
99012,1833106200006252,295.7274217,58.0521935
99062,1835105400072391,324.6128108,56.9718853
99065,1836105300064307,335.4029375,56.848951
99118,1836105400057819,337.295933,56.5666671
99165,1836110200023857,331.8405615,59.7290453
99218,1836112400008891,327.0765902,59.1796857
99272,1836201100055046,336.8677055,56.1812517
99321,1836201200104266,335.2171846,56.141147
99322,1836201300076471,335.7599707,55.2324909
99403,1836201300102540,335.5286707,55.5495678
99411,1836202400115950,332.9974672,54.9636784
99415,1836205400115552,337.2399143,56.6031072
99421,1837104300029370,338.1146566,54.9190709
99471,1837107200018529,340.6503425,58.0159254
99522,1837108300078447,337.5048544,57.0199333
99523,1837203400093193,341.8363611,55.1206379
99531,1837204300081174,337.4483906,55.3939666
99534,1837206200099987,344.7011759,57.6201208
99535,1837206400074789,345.6898218,57.1434809
99570,1837206400080853,345.5555373,57.1936851
99613,1837206400082189,345.3998029,56.9921365
99620,1837208400095891,338.8680581,56.7998006
99626,1837209100077953,348.626309,59.914022
99634,1837303100058843,341.7043175,56.3175121
99637,1838106400032966,357.2314606,57.2087733
99659,1838114200056931,356.3952087,62.148194
99660,1838205300078542,359.4845309,57.0862998
99661,1838209400073809,1.4249811,58.4951796
99664,1839101300045645,14.5726739,61.9286878
99665,1839102100053926,12.5722614,63.1712865
99700,1839103400051035,7.2656028,62.4163686
99701,1839208400026956,3.8837499,64.1482811
99719,1840103100047811,22.8294145,63.3476919
99723,1840205100058605,32.1943317,65.038046
99748,1841101400015854,45.3074731,62.0559391
99798,1841102400008981,42.2507879,62.5353369
99849,1841108300056492,31.3788211,64.2867944
99850,1841108400055059,33.3108,64.1560699
99852,1841108400055120,32.6305279,64.0934294
99853,1842206200045815,54.8810107,64.8067941
99854,1855203400005715,247.8517028,62.1831725
99886,1858106300009338,295.0803564,64.0618342
99925,1861101300030647,344.2014622,62.7268435
99926,1862102400050370,357.4796132,62.6962504
99971,1862102400057323,357.4751822,62.2118459
99972,1863202400062749,17.3084535,69.6846827
99974,1878101400032075,320.9444625,69.5355302
99975,1892207100031745,309.0152485,79.4305529
