designation|source_id|ra|dec
Gaia DR3 1824382436723547008|1824382436723547008|295.43219|18.322478516
Gaia DR3 1824384979344610816|1824384979344610816|295.21606283|18.356534164
Gaia DR3 2059678646610374272|2059678646610374272|298.75000724|36.04425825
Gaia DR3 2059524543174097664|2059524543174097664|300.31178915|35.956634638
Gaia DR3 2059686618070580608|2059686618070580608|298.90217726|36.175102054
Gaia DR3 2059706203121650432|2059706203121650432|299.79816554|36.115304496
Gaia DR3 2059500388281433344|2059500388281433344|299.762109|35.602683542
Gaia DR3 2059744720391006720|2059744720391006720|300.1175907|36.532763419
Gaia DR3 1915930798455044096|1915930798455044096|346.33999725|36.917450873
Gaia DR3 1913589422803941120|1913589422803941120|351.68378605|36.902772117
Gaia DR3 923063449155383936|923063449155383936|119.64528966|43.503886994
Gaia DR3 3058953365523717632|3058953365523717632|110.83875084|-4.4324236197
Gaia DR3 3060271164566508288|3060271164566508288|112.0673468|-4.3534069717
Gaia DR3 3059386985424181760|3059386985424181760|107.91623795|-5.0529795027
Gaia DR3 3059081664788716800|3059081664788716800|108.5810476|-5.696079334
Gaia DR3 3359286336738228096|3359286336738228096|101.66724927|17.892743637
Gaia DR3 3359544073433305344|3359544073433305344|100.56049468|18.7863762
Gaia DR3 3358805025521426176|3358805025521426176|100.15464802|17.208341516
Gaia DR3 3357810968230100608|3357810968230100608|99.958216062|15.791255564
Gaia DR3 3357895488887646720|3357895488887646720|101.54844159|16.133954638
Gaia DR3 4153614871414364288|4153614871414364288|275.07156815|-12.172009441
Gaia DR3 4153657344390915200|4153657344390915200|274.51297327|-12.242874169
Gaia DR3 4153661020882957440|4153661020882957440|274.54120841|-12.179776215
Gaia DR3 4153665483301799168|4153665483301799168|274.76238914|-12.110040692
Gaia DR3 4153543098233458176|4153543098233458176|273.80525818|-12.536751751
Gaia DR3 3443674270784694912|3443674270784694912|88.676902409|29.498037272
Gaia DR3 3443682242243851136|3443682242243851136|88.885686525|29.644283
Gaia DR3 3444013607560134016|3444013607560134016|88.619224143|30.378936718
Gaia DR3 3444043019495963392|3444043019495963392|88.902689608|30.71137581
Gaia DR3 3443134135696407040|3443134135696407040|87.172238834|28.324581821
Gaia DR3 3444099365170888192|3444099365170888192|88.618144815|30.899319827
Gaia DR3 3444163244219313024|3444163244219313024|86.157263207|29.016576197
Gaia DR3 3444665063900712192|3444665063900712192|86.021472656|30.933802788
Gaia DR3 3444174479853674880|3444174479853674880|86.382371595|29.298507772
Gaia DR3 3443454127939514880|3443454127939514880|87.223535884|29.136107765
Gaia DR3 3443255730512110976|3443255730512110976|87.921670683|28.896561478
Gaia DR3 3443268649773708544|3443268649773708544|87.846549382|28.967770514
Gaia DR3 3443948702013968384|3443948702013968384|87.407623609|30.158025641
Gaia DR3 3443522503818887168|3443522503818887168|86.791272911|29.430685312
Gaia DR3 3443546280757589376|3443546280757589376|87.322092824|29.726832867
Gaia DR3 3443601806096935168|3443601806096935168|88.941691105|29.083580245
Gaia DR3 3369187576386288128|3369187576386288128|95.338878543|16.128831847
Gaia DR3 3369556909211353984|3369556909211353984|96.276345742|16.606357313
Gaia DR3 3369586321148818816|3369586321148818816|96.817640268|16.974807522
Gaia DR3 3369269769178333952|3369269769178333952|97.077502978|15.995702763
Gaia DR3 3369315948666512256|3369315948666512256|97.170519831|16.381273653
Gaia DR3 3369781729278257280|3369781729278257280|96.743574749|17.811684927
Gaia DR3 3369808529874135936|3369808529874135936|96.808123513|17.938630944
Gaia DR3 3444855214991755520|3444855214991755520|87.620265881|31.065190079
Gaia DR3 3368748806823955200|3368748806823955200|95.852833641|15.101773924
Gaia DR3 3369171397246213760|3369171397246213760|95.894230188|16.357572523
Gaia DR3 3370105363654128640|3370105363654128640|93.475698643|16.518067281
Gaia DR3 253606381338861056|253606381338861056|68.518575612|45.635766464
Gaia DR3 255225480926107392|255225480926107392|76.959595598|48.402611312
Gaia DR3 255331338981395328|255331338981395328|74.68891648|47.998919631
Gaia DR3 2059863536357618816|2059863536357618816|301.067545|36.265367241
Gaia DR3 2059930675290264448|2059930675290264448|300.6071373|36.447176933
Gaia DR3 2059870717544106880|2059870717544106880|301.2833565|36.155871122
Gaia DR3 2060017261821508992|2060017261821508992|302.02248123|37.072277311
Gaia DR3 2060025435110032896|2060025435110032896|302.19069655|37.237017554
Gaia DR3 2059885801468671744|2059885801468671744|301.4395994|36.519982104
Gaia DR3 2059808595139461376|2059808595139461376|299.66904665|36.670863015
Gaia DR3 2059853911313969152|2059853911313969152|300.87254919|36.024573669
Gaia DR3 2059853915630134912|2059853915630134912|300.87247767|36.025116262
Gaia DR3 2059854121788578432|2059854121788578432|300.86456644|36.034971074
Gaia DR3 2059915969321204736|2059915969321204736|300.92331946|36.425572614
Gaia DR3 1973089735067245184|1973089735067245184|326.42250411|44.200540762
Gaia DR3 1972916493264679808|1972916493264679808|325.93456821|43.395181262
Gaia DR3 1004266024999262464|1004266024999262464|100.10157037|62.976292901
Gaia DR3 2034856690575168384|2034856690575168384|295.69851938|32.631703062
Gaia DR3 3370838737911251840|3370838737911251840|95.623520233|18.824654413
Gaia DR3 3370931917222922880|3370931917222922880|95.427811833|19.160042827
Gaia DR3 3371162509723970048|3371162509723970048|98.779050421|18.106914163
Gaia DR3 3370773523128340480|3370773523128340480|94.916538419|18.371473384
Gaia DR3 2044107118079924992|2044107118079924992|287.27425208|33.237769423
Gaia DR3 2044495593584984448|2044495593584984448|286.89090359|34.393103082
Gaia DR3 1869392766237418240|1869392766237418240|311.75695335|34.594560456
Gaia DR3 1869515361783889664|1869515361783889664|311.89179129|35.080342013
Gaia DR3 1869422453048750336|1869422453048750336|312.06928014|34.456713063
Gaia DR3 1869678158220296448|1869678158220296448|313.77687112|35.377229288
Gaia DR3 1869847689169177600|1869847689169177600|313.10112811|35.19704183
Gaia DR3 4146713172535245312|4146713172535245312|271.17874859|-15.362323444
Gaia DR3 4146900295666430208|4146900295666430208|272.44479833|-14.194032458
Gaia DR3 507377341520679040|507377341520679040|34.693415224|59.918890727
Gaia DR3 507099989716964096|507099989716964096|31.618368861|59.284962618
Gaia DR3 507120708636965632|507120708636965632|32.407647386|59.620388107
Gaia DR3 507133868416592896|507133868416592896|32.206123922|59.704205791
Gaia DR3 506910495760258176|506910495760258176|33.405552359|59.17077423
Gaia DR3 506666502955217152|506666502955217152|33.053524175|57.746342531
Gaia DR3 507174412908640000|507174412908640000|31.243692834|59.748629574
Gaia DR3 506681213224331648|506681213224331648|32.260287222|57.932215056
Gaia DR3 506692036543049600|506692036543049600|33.079877812|57.940875204
Gaia DR3 506703478335847552|506703478335847552|33.15027881|58.098358042
Gaia DR3 506705333761657216|506705333761657216|33.031077509|58.213122196
Gaia DR3 506955816252998144|506955816252998144|31.029223116|58.483912261
Gaia DR3 507268696030184192|507268696030184192|34.841741911|59.727355705
Gaia DR3 507271135573782528|507271135573782528|34.352316639|59.563509893
Gaia DR3 507276530050417792|507276530050417792|34.044896797|59.684881642
Gaia DR3 507281271694396928|507281271694396928|34.557353026|59.802088622
Gaia DR3 506760481142065024|506760481142065024|31.769395865|58.519698655
Gaia DR3 507032094873692160|507032094873692160|30.175186836|58.979737357
Gaia DR3 506493883930441344|506493883930441344|26.701458995|59.30840893
Gaia DR3 506778691804372736|506778691804372736|32.169069954|58.423599846
Gaia DR3 507044979776656384|507044979776656384|31.218814648|59.126953209
Gaia DR3 506502370785579008|506502370785579008|26.130507393|59.311409286
Gaia DR3 506790923870949248|506790923870949248|32.375298646|58.783763632
Gaia DR3 506796696304682752|506796696304682752|33.516141022|58.278468886
Gaia DR3 507077106131643008|507077106131643008|30.730137063|59.646325203
Gaia DR3 506522814829903872|506522814829903872|27.626448855|59.247134418
Gaia DR3 506810435899344896|506810435899344896|33.423370332|58.560581498
Gaia DR3 506816448853546752|506816448853546752|33.291150821|58.554764851
Gaia DR3 506559579750697856|506559579750697856|28.221860731|59.574440176
Gaia DR3 506584387481453696|506584387481453696|27.756143959|60.009233614
Gaia DR3 506602563784498560|506602563784498560|26.650663609|59.543538837
Gaia DR3 537636313831733504|537636313831733504|6.270172397|72.674732231
Gaia DR3 5718903646470704768|5718903646470704768|117.09978403|-16.585390631
Gaia DR3 5719176733369666176|5719176733369666176|118.85615388|-15.928174321
Gaia DR3 5718731985217809536|5718731985217809536|115.9162631|-17.454778009
Gaia DR3 1336799091888985600|1336799091888985600|259.19438241|35.545858247
Gaia DR3 2862232352846409216|2862232352846409216|6.4963245532|31.29695341
Gaia DR3 2083634084372906112|2083634084372906112|308.05517714|47.794971573
Gaia DR3 2083644392294059520|2083644392294059520|307.62850375|47.864067929
Gaia DR3 2083681294654108672|2083681294654108672|308.10655869|48.216500565
Gaia DR3 2083685898859020928|2083685898859020928|307.97411047|48.337519669
Gaia DR3 2083205687151476224|2083205687151476224|305.27654158|46.052387248
Gaia DR3 3506814683782851968|3506814683782851968|201.84321837|-19.453900411
Gaia DR3 3504948988644994432|3504948988644994432|195.26074521|-23.021823902
Gaia DR3 4090765210596029824|4090765210596029824|272.92935371|-22.104657374
Gaia DR3 3124087845933812096|3124087845933812096|97.573452851|2.8478884736
Gaia DR3 3055023573526078720|3055023573526078720|111.07135297|-6.6216030853
Gaia DR3 3055552095021410688|3055552095021410688|112.48534422|-5.9202655338
Gaia DR3 3055589027437658240|3055589027437658240|112.94879567|-5.5831829995
Gaia DR3 1941556806727949568|1941556806727949568|349.69561607|47.403195217
Gaia DR3 2055844752617308672|2055844752617308672|303.3285757|35.025120129
Gaia DR3 2055882204733722496|2055882204733722496|303.48943393|35.403052814
Gaia DR3 2055672885212261120|2055672885212261120|303.2212517|34.361664457
Gaia DR3 2028447224988588032|2028447224988588032|298.12578084|28.472156171
Gaia DR3 2028380704530014976|2028380704530014976|297.76973391|27.716886058
Gaia DR3 2028593288240985216|2028593288240985216|297.53467636|28.133625577
Gaia DR3 3084135514689400960|3084135514689400960|118.97605843|-0.28021720211
Gaia DR3 2028598407842208768|2028598407842208768|297.41927324|28.221279158
Gaia DR3 2028617752377168640|2028617752377168640|297.38415833|28.364098302
Gaia DR3 2153317008159707008|2153317008159707008|285.11454634|56.525254766
Gaia DR3 2154861645901207808|2154861645901207808|280.14259638|59.475721841
Gaia DR3 236368100594488704|236368100594488704|50.98146836|41.337019783
Gaia DR3 236437404186495872|236437404186495872|50.653113059|41.691741609
Gaia DR3 237256162395393920|237256162395393920|55.594531855|42.129726591
Gaia DR3 2031984388267881600|2031984388267881600|296.16055223|29.728988199
Gaia DR3 2031978925069034624|2031978925069034624|296.26881677|29.596108845
Gaia DR3 2032052351837104128|2032052351837104128|295.7732767|30.013218197
Gaia DR3 1970219769209144320|1970219769209144320|318.28921547|43.873764126
Gaia DR3 402447029867940352|402447029867940352|13.485483052|48.846492914
Gaia DR3 399209243001508992|399209243001508992|24.193700037|47.253689103
Gaia DR3 1823128851678705280|1823128851678705280|299.00971868|19.173012358
Gaia DR3 1801402437491191808|1801402437491191808|325.80417542|29.558680355
Gaia DR3 1801411783339764608|1801411783339764608|326.25563339|29.561642914
Gaia DR3 2002117151282819840|2002117151282819840|341.30747193|53.209364058
Gaia DR3 2001752628822403584|2001752628822403584|337.40807806|53.493265803
Gaia DR3 2001794994378093824|2001794994378093824|336.72724649|53.644886642
Gaia DR3 2001811933730626816|2001811933730626816|336.49328591|53.781567791
Gaia DR3 2002022730717941504|2002022730717941504|340.78063652|52.586123208
Gaia DR3 2002403677140307456|2002403677140307456|340.84666019|54.07159127
Gaia DR3 2002412503290294400|2002412503290294400|341.17914051|54.268445024
Gaia DR3 2001849282765692928|2001849282765692928|337.3430987|54.245918072
Gaia DR3 2002479062403840000|2002479062403840000|342.99269576|53.709766513
Gaia DR3 5619080222739376896|5619080222739376896|114.71591719|-21.501632514
Gaia DR3 5619750684311639552|5619750684311639552|109.91202643|-21.831665099
Gaia DR3 5619765562079332608|5619765562079332608|110.61846408|-21.731777339
Gaia DR3 5619308680639536256|5619308680639536256|113.7647824|-21.352151695
Gaia DR3 5619129872558570240|5619129872558570240|113.7484488|-22.089965018
Gaia DR3 5619812050805288192|5619812050805288192|110.7759094|-21.69700566
Gaia DR3 5619192029327633664|5619192029327633664|113.1526993|-21.930427617
Gaia DR3 5619403685313433216|5619403685313433216|111.44166235|-22.860109886
Gaia DR3 5619863040659191296|5619863040659191296|110.86081067|-21.50872194
Gaia DR3 5619231405586330752|5619231405586330752|113.79091216|-21.861366154
Gaia DR3 5619580156930271360|5619580156930271360|111.5384175|-22.218246879
Gaia DR3 5619249032132172160|5619249032132172160|113.61954095|-21.697490399
Gaia DR3 5619250440881257856|5619250440881257856|113.77350628|-21.650632016
Gaia DR3 5619250612679878016|5619250612679878016|113.81087221|-21.620327872
Gaia DR3 5619903241548935808|5619903241548935808|111.28339|-21.173396112
Gaia DR3 5619903241555119744|5619903241555119744|111.28318161|-21.173842071
Gaia DR3 5619903482072419712|5619903482072419712|111.25832656|-21.159057505
Gaia DR3 5619253705060264064|5619253705060264064|113.860774|-21.586180416
Gaia DR3 5619906810662019840|5619906810662019840|111.30575886|-21.032074706
Gaia DR3 5619909769904079360|5619909769904079360|111.30116168|-21.023949528
Gaia DR3 5619909903038471296|5619909903038471296|111.25475794|-21.019981326
Gaia DR3 5619909907343072896|5619909907343072896|111.25445448|-21.018766673
Gaia DR3 5619910010422265216|5619910010422265216|111.27182712|-21.012640337
Gaia DR3 5619259129589602432|5619259129589602432|113.92268793|-21.482490037
Gaia DR3 5619599329664097536|5619599329664097536|111.33321303|-21.982572166
Gaia DR3 5618998412200576896|5618998412200576896|114.72873421|-22.102409009
Gaia DR3 5619653789848010240|5619653789848010240|110.23605732|-22.488943101
Gaia DR3 5619052769308753664|5619052769308753664|114.76241615|-21.845619877
Gaia DR3 5619053181625683712|5619053181625683712|114.66349934|-21.874259533
Gaia DR3 5619935161745848064|5619935161745848064|112.34487638|-21.869202285
Gaia DR3 5619935299184790528|5619935299184790528|112.3665185|-21.858602698
Gaia DR3 3029206937420432000|3029206937420432000|115.34541915|-14.819744082
Gaia DR3 3029314242890334720|3029314242890334720|116.47462564|-15.178470156
Gaia DR3 3029884717630883712|3029884717630883712|113.38000213|-15.213971569
Gaia DR3 3029036852422983680|3029036852422983680|114.38827057|-15.681432046
Gaia DR3 3029958144389397120|3029958144389397120|114.56983828|-14.774740558
Gaia DR3 3028820905767135488|3028820905767135488|116.21979511|-16.122222634
Gaia DR3 3029130349574087168|3029130349574087168|115.74221329|-15.316230117
Gaia DR3 3029139729781078912|3029139729781078912|115.98338187|-15.120634507
Gaia DR3 3029161990589117440|3029161990589117440|115.70328731|-14.861546475
Gaia DR3 3030023427893458688|3030023427893458688|114.41163939|-14.440756905
Gaia DR3 3030029303408846976|3030029303408846976|114.17185096|-14.443610246
Gaia DR3 3030031399353008896|3030031399353008896|113.99977294|-14.468587826
Gaia DR3 3030114446839862016|3030114446839862016|113.51574856|-14.732458295
Gaia DR3 4462172954111816064|4462172954111816064|249.24249683|14.475267126
Gaia DR3 1865673736869022848|1865673736869022848|313.68352828|32.065368475
Gaia DR3 942784324072249856|942784324072249856|96.084882267|35.979875787
Gaia DR3 943635960251342592|943635960251342592|101.08249802|36.95791622
Gaia DR3 942382590011164928|942382590011164928|97.120618434|34.492537929
Gaia DR3 944866897877270656|944866897877270656|99.97220733|38.798594144
Gaia DR3 5717725794641555456|5717725794641555456|117.17318583|-17.973677234
Gaia DR3 5717792280732103808|5717792280732103808|118.54420332|-17.544468269
Gaia DR3 5717864607983171328|5717864607983171328|118.29814465|-17.170533558
Gaia DR3 5717911234141278848|5717911234141278848|119.53414318|-17.753008239
Gaia DR3 3223543006290133504|3223543006290133504|82.478235316|1.7892550114
Gaia DR3 3224000471847042560|3224000471847042560|82.810559994|3.2921292811
Gaia DR3 4145997734070527744|4145997734070527744|273.11875459|-15.373254009
Gaia DR3 4146025187503963520|4146025187503963520|273.23394436|-15.192381884
Gaia DR3 4145988486964493440|4145988486964493440|272.93013518|-15.582657223
Gaia DR3 166356903857686528|166356903857686528|63.968971825|30.874527758
Gaia DR3 4296333340448931200|4296333340448931200|292.78324375|8.8182423704
Gaia DR3 1670853985949396608|1670853985949396608|209.54777502|63.744018755
Gaia DR3 1671376219613009408|1671376219613009408|208.81439024|66.116829619
Gaia DR3 1685021468151440128|1685021468151440128|203.07394321|68.900340408
Gaia DR3 1829393667086673280|1829393667086673280|304.24837622|22.153001954
Gaia DR3 1829602265064012928|1829602265064012928|302.41496451|21.078745893
Gaia DR3 468600590062865408|468600590062865408|61.244658798|55.909249995
Gaia DR3 468624504446477696|468624504446477696|61.855245385|56.078083493
Gaia DR3 468641134559750016|468641134559750016|61.776173906|56.24256163
Gaia DR3 468738819295502720|468738819295502720|59.507191797|55.915439745
Gaia DR3 467573955446906368|467573955446906368|42.210349937|63.28297627
Gaia DR3 468876464407828096|468876464407828096|60.815203495|56.540243825
Gaia DR3 4249558878823886592|4249558878823886592|302.82035443|6.3509158626
Gaia DR3 4283938992538977280|4283938992538977280|279.90366917|5.264302101
Gaia DR3 2177333915533838464|2177333915533838464|317.75625621|56.201606817
Gaia DR3 494602940548320768|494602940548320768|54.341886121|69.501834323
Gaia DR3 3346926589089719808|3346926589089719808|89.734906895|14.403505206
Gaia DR3 3346982737201519872|3346982737201519872|88.887092582|14.689410172
Gaia DR3 3348789956360588416|3348789956360588416|89.271917195|15.71870031
Gaia DR3 3347085919495602304|3347085919495602304|88.209208656|14.649764749
Gaia DR3 3347088560896386432|3347088560896386432|88.166029374|14.709547535
Gaia DR3 3347108592623837952|3347108592623837952|87.376684583|14.422520435
Gaia DR3 3347671100198449664|3347671100198449664|84.527146446|14.390846017
Gaia DR3 3347672405868497536|3347672405868497536|84.602561798|14.44393503
Gaia DR3 3348967012091706368|3348967012091706368|90.245128222|16.668615782
Gaia DR3 2073593412917417600|2073593412917417600|298.93649193|40.391703771
Gaia DR3 2073743839843579776|2073743839843579776|297.65550994|40.599723909
Gaia DR3 4252246703826179456|4252246703826179456|282.01773626|-7.5785269456
Gaia DR3 2218773752861450112|2218773752861450112|337.43709651|66.477592223
Gaia DR3 2219315880814611200|2219315880814611200|330.25928318|66.082469536
Gaia DR3 4105954757544974848|4105954757544974848|281.77582128|-12.141134262
Gaia DR3 4106052201769027072|4106052201769027072|283.06889271|-11.632609755
Gaia DR3 464131487618669824|464131487618669824|41.843043473|59.286379265
Gaia DR3 464136813376028800|464136813376028800|41.475613281|59.295768637
Gaia DR3 463462297350773120|463462297350773120|51.05911473|61.538558045
Gaia DR3 463932269854231168|463932269854231168|41.028230255|58.326268719
Gaia DR3 464213607391309184|464213607391309184|39.845956585|59.066510631
Gaia DR3 463988100127727872|463988100127727872|41.26460505|58.551260438
Gaia DR3 1999155994665950720|1999155994665950720|357.52763266|58.584270055
Gaia DR3 1999440080982286336|1999440080982286336|356.87502598|59.161238374
Gaia DR3 1999479487300823552|1999479487300823552|357.86684744|59.223371048
Gaia DR3 1999313396625231232|1999313396625231232|359.6678257|59.511257161
Gaia DR3 1999574461912020736|1999574461912020736|359.81236377|60.022473175
Gaia DR3 1999933418110322560|1999933418110322560|334.36282757|49.614160947
Gaia DR3 2045311053284500864|2045311053284500864|293.88880205|32.376471955
Gaia DR3 418922524416972288|418922524416972288|5.763768223|52.172198831
Gaia DR3 419732383447751040|419732383447751040|5.0692601808|54.200982931
Gaia DR3 419121123709602560|419121123709602560|4.9899636295|52.199379634
Gaia DR3 420152981011256832|420152981011256832|3.4425125979|54.464588422
Gaia DR3 1519233531501948928|1519233531501948928|186.34771062|35.975963297
Gaia DR3 2038347158933318400|2038347158933318400|290.20484051|29.288214907
Gaia DR3 3432186882533666048|3432186882533666048|95.527663724|26.322970215
Gaia DR3 3432186985612878208|3432186985612878208|95.530864487|26.330591367
Gaia DR3 3432189386497320192|3432189386497320192|95.434621932|26.300094057
Gaia DR3 3432191722959527680|3432191722959527680|95.639329302|26.32126839
Gaia DR3 4558674061726907136|4558674061726907136|255.06856173|17.561006893
Gaia DR3 4137376669543774208|4137376669543774208|263.97507579|-14.208921872
Gaia DR3 2220691644737787392|2220691644737787392|319.12558476|65.513376239
Gaia DR3 4304068194265408512|4304068194265408512|298.79769147|11.959448985
Gaia DR3 4304097747949758592|4304097747949758592|299.26831975|12.137589976
Gaia DR3 2025947897598966528|2025947897598966528|291.04061905|27.794438856
Gaia DR3 4262587163949178368|4262587163949178368|286.51436349|-0.83820300177
Gaia DR3 2026188858123526784|2026188858123526784|292.50382979|28.315072305
Gaia DR3 4514684839222096768|4514684839222096768|286.16097705|18.353729327
Gaia DR3 2916526202670553216|2916526202670553216|89.709784687|-23.005132664
Gaia DR3 2917369150133151616|2917369150133151616|89.195932384|-22.298579369
Gaia DR3 3048319438815532288|3048319438815532288|108.11464632|-8.9424084294
Gaia DR3 3048323458904200832|3048323458904200832|107.85464736|-9.0425046114
Gaia DR3 3048333148350211840|3048333148350211840|108.04882933|-8.8274363652
Gaia DR3 3047781262237238656|3047781262237238656|111.0572279|-8.824996575
Gaia DR3 3048077305739640704|3048077305739640704|108.93111084|-9.3229047274
Gaia DR3 3048358299678626944|3048358299678626944|108.12935994|-8.7083077422
Gaia DR3 3048422999067689856|3048422999067689856|110.15884492|-9.0159481738
Gaia DR3 3047880385777694848|3047880385777694848|108.57540391|-9.9862130648
Gaia DR3 3048213816978421248|3048213816978421248|107.72139935|-9.2491092974
Gaia DR3 3048220134868014976|3048220134868014976|107.30127189|-9.354710879
Gaia DR3 3048246974127485056|3048246974127485056|108.37664992|-9.2998645834
Gaia DR3 3047654303004224640|3047654303004224640|110.15902295|-9.3524605543
Gaia DR3 3047709759619976704|3047709759619976704|111.53063706|-9.0965558364
Gaia DR3 3047737384849327104|3047737384849327104|111.31421856|-8.8587273963
Gaia DR3 3048588509926434816|3048588509926434816|110.07844115|-8.5498030539
Gaia DR3 3048685404388395392|3048685404388395392|109.04843202|-8.5214350629
Gaia DR3 3048734710612306432|3048734710612306432|108.80285084|-8.5163816503
Gaia DR3 4497511498354622848|4497511498354622848|273.90565329|14.098081479
Gaia DR3 4497626122444460928|4497626122444460928|274.54424864|14.385958002
Gaia DR3 4497643542830705408|4497643542830705408|274.43854239|14.581482099
Gaia DR3 1960017572601807104|1960017572601807104|329.80781921|41.959056368
Gaia DR3 1959284782459150848|1959284782459150848|329.38829888|40.123008504
Gaia DR3 4165963456443515520|4165963456443515520|261.5721593|-10.992993533
Gaia DR3 4516123820725114624|4516123820725114624|288.33071564|19.396795232
Gaia DR3 2034251546870056960|2034251546870056960|298.70411085|32.587093191
Gaia DR3 2034252886900078080|2034252886900078080|298.84451224|32.673108731
Gaia DR3 2034163173610289920|2034163173610289920|300.02941132|32.789666791
Gaia DR3 2034217904341257216|2034217904341257216|300.25251842|33.395265029
Gaia DR3 2034191142438867072|2034191142438867072|300.22574906|32.990898337
Gaia DR3 4511974439947402624|4511974439947402624|279.51662182|17.360126179
Gaia DR3 203477790799787648|203477790799787648|72.486736254|42.104001831
Gaia DR3 203811969316523136|203811969316523136|68.654720598|40.683031471
Gaia DR3 204266690391766528|204266690391766528|69.530241788|42.656133715
Gaia DR3 203522046142807808|203522046142807808|71.217161275|41.477647585
Gaia DR3 203613889722914304|203613889722914304|71.069820468|41.945318878
Gaia DR3 203672129480876288|203672129480876288|71.87609014|42.319925498
Gaia DR3 202934116658390784|202934116658390784|70.840222273|40.740102428
Gaia DR3 204513152796955392|204513152796955392|71.586752853|43.036957025
Gaia DR3 2036497952170980736|2036497952170980736|287.57083862|26.973203955
Gaia DR3 4090103334581511296|4090103334581511296|277.48823931|-21.621087375
Gaia DR3 189818660926506624|189818660926506624|85.379557589|38.188308108
Gaia DR3 189477498786255104|189477498786255104|84.229282367|37.08136181
Gaia DR3 189097037701668096|189097037701668096|78.602392377|41.096346976
Gaia DR3 190070242930875776|190070242930875776|84.811950365|38.549647501
Gaia DR3 188871362942801920|188871362942801920|78.04844384|39.555652077
Gaia DR3 188912147949918720|188912147949918720|78.43974342|40.113055193
Gaia DR3 188925101571287168|188925101571287168|78.305560535|40.193506221
Gaia DR3 2073020563047553024|2073020563047553024|297.04062683|38.789287497
Gaia DR3 2032384129459610752|2032384129459610752|294.04383835|29.821270588
Gaia DR3 2032435939600614656|2032435939600614656|295.15815251|29.977493045
Gaia DR3 2032490090563564288|2032490090563564288|294.38841796|30.203828819
Gaia DR3 4302169410737457280|4302169410737457280|293.90035754|9.0253717288
Gaia DR3 2028626720227665920|2028626720227665920|297.70610408|28.360276772
Gaia DR3 2028715741997466496|2028715741997466496|297.35385867|28.935782064
Gaia DR3 2028641185720258048|2028641185720258048|297.96232773|28.695642286
Gaia DR3 2028689907833389056|2028689907833389056|297.23236578|28.809201891
Gaia DR3 2028829064765557504|2028829064765557504|297.71444152|29.403568045
Gaia DR3 2028829099125287168|2028829099125287168|297.68755675|29.396905735
Gaia DR3 2028838170096747392|2028838170096747392|298.11768842|29.418790093
Gaia DR3 3020930599863999488|3020930599863999488|92.109480107|-5.3395737585
Gaia DR3 3020942110376348032|3020942110376348032|92.390099286|-5.0666572559
Gaia DR3 3023415294281663104|3023415294281663104|84.472432767|-4.8140282833
Gaia DR3 2928575716248707968|2928575716248707968|105.37569465|-22.562707396
Gaia DR3 2928822384809969024|2928822384809969024|104.31151128|-22.20285088
Gaia DR3 2928869629451140352|2928869629451140352|104.913546|-21.602873692
Gaia DR3 2928731194065934208|2928731194065934208|106.00328697|-21.773092129
Gaia DR3 1806841446648102912|1806841446648102912|301.88147181|14.402870616
Gaia DR3 4178986072165392768|4178986072165392768|270.9813623|-1.00646122
Gaia DR3 1750143274122334080|1750143274122334080|311.92437444|8.781573088
Gaia DR3 1750217486861133440|1750217486861133440|313.52026296|8.5515337152
Gaia DR3 1748683844238046080|1748683844238046080|308.63255921|6.8780992156
Gaia DR3 4316700556409953664|4316700556409953664|295.30367069|12.062390751
Gaia DR3 4095643434388787200|4095643434388787200|273.86462745|-18.35702557
Gaia DR3 4095739469860248064|4095739469860248064|273.35810915|-17.735026578
Gaia DR3 4095650271976366592|4095650271976366592|273.98228111|-18.240859933
Gaia DR3 4095595704395262592|4095595704395262592|272.94496887|-18.381211843
Gaia DR3 4095791799728734848|4095791799728734848|272.57633867|-18.194836902
Gaia DR3 4095617282311167104|4095617282311167104|273.72012412|-18.477048016
Gaia DR3 4095626838633668992|4095626838633668992|273.3939466|-18.433765486
Gaia DR3 4095626976072730112|4095626976072730112|273.30904437|-18.459532625
Gaia DR3 4252353115950709888|4252353115950709888|281.93774357|-7.039084332
Gaia DR3 4484676108846235904|4484676108846235904|274.46703469|11.877721427
Gaia DR3 4484711602456021760|4484711602456021760|274.77495347|12.193281093
Gaia DR3 4484791347109688832|4484791347109688832|273.96057953|12.09555297
Gaia DR3 4585932569888590464|4585932569888590464|274.87516328|26.704112579
Gaia DR3 1978717654066668032|1978717654066668032|322.53153441|48.831776057
Gaia DR3 1978781528814224000|1978781528814224000|324.9436027|48.539951456
Gaia DR3 1978788435120991488|1978788435120991488|324.51232012|48.461911743
Gaia DR3 1866815304813213952|1866815304813213952|317.61958009|33.321741054
Gaia DR3 3114599923881188992|3114599923881188992|106.01395351|1.0671493554
Gaia DR3 3114715578759618816|3114715578759618816|106.98057612|1.7195848729
Gaia DR3 3114450046700482944|3114450046700482944|107.89682394|1.4617307904
Gaia DR3 3115189571350028416|3115189571350028416|107.58276525|2.4464926216
Gaia DR3 3115942049621543680|3115942049621543680|106.99771744|2.6860701819
Gaia DR3 3115965517323076352|3115965517323076352|107.34420398|2.7876948438
Gaia DR3 256831626896300800|256831626896300800|66.371385761|46.143695516
Gaia DR3 256832481590779904|256832481590779904|66.458357397|46.233847384
