designation|source_id|ra|dec
Gaia DR3 4370750383333397760|4370750383333397760|267.15355033|-2.1961892312
Gaia DR3 3030234117503722624|3030234117503722624|113.98633092|-14.121778362
Gaia DR3 1870809727490785920|1870809727490785920|312.10786919|36.818856623
Gaia DR3 1870709293971322112|1870709293971322112|312.19590569|36.09455519
Gaia DR3 3031335007826144128|3031335007826144128|108.78304458|-15.339527501
Gaia DR3 3030266003340387328|3030266003340387328|114.56715216|-13.85032159
Gaia DR3 3031345483242904448|3031345483242904448|109.76638829|-15.639047552
Gaia DR3 3031121255892804864|3031121255892804864|110.54914605|-15.700351005
Gaia DR3 2074571325440792192|2074571325440792192|302.10056374|41.251068147
Gaia DR3 3031130464302537344|3031130464302537344|110.60428668|-15.569168993
Gaia DR3 1870623703860938624|1870623703860938624|310.67118518|36.380842578
Gaia DR3 3030307651648941440|3030307651648941440|113.39612347|-13.948635146
Gaia DR3 3030313527164116096|3030313527164116096|113.37861713|-13.828203545
Gaia DR3 2074578193065540224|2074578193065540224|302.33528391|41.173783148
Gaia DR3 2074699040563479936|2074699040563479936|302.8205199|41.959124206
Gaia DR3 2074581560320038144|2074581560320038144|302.29061765|41.242817703
Gaia DR3 3031397886146876416|3031397886146876416|109.82413954|-15.20937718
Gaia DR3 3030139598170753664|3030139598170753664|113.38484469|-14.341278984
Gaia DR3 3031205780848055040|3031205780848055040|108.98442674|-16.235290031
Gaia DR3 3030990310929178112|3030990310929178112|109.97194247|-16.151236345
Gaia DR3 3030170384494583424|3030170384494583424|112.7755453|-14.417968246
Gaia DR3 3030743985964088704|3030743985964088704|114.17622634|-13.063852114
Gaia DR3 3030751712603625344|3030751712603625344|114.58131863|-13.105224651
Gaia DR3 3031042572092760448|3031042572092760448|109.76866668|-16.029547376
Gaia DR3 1817679706409974400|1817679706409974400|309.62572069|21.328888326
Gaia DR3 523674058051879168|523674058051879168|12.567925224|63.171348636
Gaia DR3 523714228887994368|523714228887994368|13.975140397|63.262899349
Gaia DR3 523835243884327680|523835243884327680|12.052283275|62.990245177
Gaia DR3 524062945872931840|524062945872931840|10.830619101|64.283609893
Gaia DR3 524075074862538240|524075074862538240|11.466752447|64.402601215
Gaia DR3 523858814664556928|523858814664556928|11.396069416|63.352062662
Gaia DR3 524075933855112704|524075933855112704|11.197604412|64.337128735
Gaia DR3 524076346171947392|524076346171947392|11.303515471|64.391868588
Gaia DR3 524076414891423360|524076414891423360|11.283649545|64.391964067
Gaia DR3 524109090999225344|524109090999225344|14.94829303|63.607832591
Gaia DR3 524114210600113792|524114210600113792|14.611781853|63.713615819
Gaia DR3 523355032181728128|523355032181728128|15.285665436|63.441350076
Gaia DR3 523789854675193728|523789854675193728|13.717583338|63.481145194
Gaia DR3 523939869289755648|523939869289755648|11.321780508|63.710222297
Gaia DR3 523380935121083648|523380935121083648|16.079778205|63.771369094
Gaia DR3 523812051065920768|523812051065920768|12.858004052|63.781165849
Gaia DR3 523822217242576384|523822217242576384|12.912856165|64.03079184
Gaia DR3 2005418950349782272|2005418950349782272|333.45705562|54.409736334
Gaia DR3 2005187674947948032|2005187674947948032|335.82326854|55.323680192
Gaia DR3 2005308689947128448|2005308689947128448|331.30755701|53.510195832
Gaia DR3 2005324289271476224|2005324289271476224|330.85346898|53.718127055
Gaia DR3 2005203446068873984|2005203446068873984|336.52083935|55.468331228
Gaia DR3 2005211417527730688|2005211417527730688|335.98796324|55.395294846
Gaia DR3 2005214922221012224|2005214922221012224|335.88723013|55.454739488
Gaia DR3 524015254555390336|524015254555390336|12.297388791|64.189393353
Gaia DR3 2005098889381521280|2005098889381521280|336.21256611|54.721903207
Gaia DR3 524243471939039104|524243471939039104|13.431994416|64.7620867
Gaia DR3 524042192591198592|524042192591198592|10.971219366|64.047158437
Gaia DR3 2005457055300386176|2005457055300386176|332.10592812|54.223923629
Gaia DR3 2005574977916673792|2005574977916673792|331.593678|54.582511673
Gaia DR3 2005112564556994688|2005112564556994688|335.56090245|54.80033423
Gaia DR3 2004991893156658560|2004991893156658560|335.34151998|54.250660611
Gaia DR3 2005366547432537600|2005366547432537600|331.76452567|54.182017234
Gaia DR3 2005008110939132032|2005008110939132032|335.14971987|54.385739681
Gaia DR3 2005020892776972800|2005020892776972800|334.27719823|54.209265549
Gaia DR3 2005380845405048832|2005380845405048832|332.88916973|53.945578103
Gaia DR3 2005022061007801856|2005022061007801856|334.06091182|54.167101824
Gaia DR3 3324440824687830528|3324440824687830528|97.48313267|7.1119637328
Gaia DR3 2005271306553825536|2005271306553825536|331.99630015|53.507791525
Gaia DR3 2005390259966364800|2005390259966364800|332.48977128|53.996614803
Gaia DR3 2005033949480207616|2005033949480207616|334.49113978|54.467291647
Gaia DR3 3324473947474666880|3324473947474666880|97.679496676|7.4191205925
Gaia DR3 2005045150752670336|2005045150752670336|334.27920153|54.507604066
Gaia DR3 2005402079716840320|2005402079716840320|332.79425304|54.219041947
Gaia DR3 2005170220200948608|2005170220200948608|335.98257906|55.154451628
Gaia DR3 2005174755686359552|2005174755686359552|335.86965924|55.251781563
Gaia DR3 2005406855721454464|2005406855721454464|333.38349459|54.174597661
Gaia DR3 2005506773843938688|2005506773843938688|332.99644683|54.962484879
Gaia DR3 2005178466537768832|2005178466537768832|335.41026631|55.10144674
Gaia DR3 2005058070016766208|2005058070016766208|334.71190183|54.577114495
Gaia DR3 2005058173094483968|2005058173094483968|334.69313649|54.58524604
Gaia DR3 3323671750664044928|3323671750664044928|95.685889083|5.125504134
Gaia DR3 2005186025680529536|2005186025680529536|335.75651316|55.232924535
Gaia DR3 2005520208492647296|2005520208492647296|331.09020213|53.882326998
Gaia DR3 1859938168823672576|1859938168823672576|311.75804332|32.15734224
Gaia DR3 3033552722779458304|3033552722779458304|111.47535078|-13.217397366
Gaia DR3 3033099620906765824|3033099620906765824|109.9606439|-12.542254286
Gaia DR3 3032635764439135232|3032635764439135232|109.54509964|-14.126217603
Gaia DR3 3032642258429611008|3032642258429611008|109.58546811|-14.07224731
Gaia DR3 3033121542420464640|3033121542420464640|109.50725861|-12.491280437
Gaia DR3 3032644697970894208|3032644697970894208|109.67005817|-13.97796935
Gaia DR3 1860104950991895552|1860104950991895552|306.827622|28.328858597
Gaia DR3 3032927787854608640|3032927787854608640|108.96389795|-13.288034431
Gaia DR3 3033623847435711616|3033623847435711616|112.50325698|-12.862313458
Gaia DR3 3032687200969061760|3032687200969061760|109.28062673|-13.989807216
Gaia DR3 3033635461028493952|3033635461028493952|112.88837775|-12.777311455
Gaia DR3 3032940844556081408|3032940844556081408|109.62136333|-13.21707388
Gaia DR3 3033636663619507456|3033636663619507456|112.75715211|-12.798032494
Gaia DR3 3033186585406814080|3033186585406814080|112.74571918|-14.176520586
Gaia DR3 3033196377932163200|3033196377932163200|112.25367288|-14.226868676
Gaia DR3 3033423461444792704|3033423461444792704|113.3276028|-13.118260441
Gaia DR3 3033202837562538624|3033202837562538624|112.5117478|-14.038287243
Gaia DR3 3033424870194036736|3033424870194036736|113.26356391|-13.04307759
Gaia DR3 3033207613566136960|3033207613566136960|112.47623782|-13.989395697
Gaia DR3 3033667140709615104|3033667140709615104|112.15918041|-12.911291484
Gaia DR3 3033217955848582400|3033217955848582400|112.87733955|-13.900944838
Gaia DR3 2047039687400425856|2047039687400425856|296.24751396|33.903572711
Gaia DR3 3032738431339708800|3032738431339708800|109.61707334|-13.532924255
Gaia DR3 3033709678065135360|3033709678065135360|112.55308606|-12.395758102
Gaia DR3 3032782480520722048|3032782480520722048|110.47108617|-13.374018718
Gaia DR3 3032784851342772608|3032784851342772608|110.28484264|-13.372128299
Gaia DR3 3033489088542222464|3033489088542222464|111.77719061|-13.376728763
Gaia DR3 3033032997375682944|3033032997375682944|108.93158855|-12.691647876
Gaia DR3 2047061338355392512|2047061338355392512|295.9644158|34.162742434
Gaia DR3 3033781352476392320|3033781352476392320|114.42431351|-12.77271659
Gaia DR3 2047063468659751424|2047063468659751424|296.32196407|33.974026786
Gaia DR3 2075773538304368384|2075773538304368384|301.6196397|43.089375272
Gaia DR3 2076166471964184320|2076166471964184320|295.33332734|38.945427078
Gaia DR3 4205762169644048000|4205762169644048000|285.13169725|-6.3753631873
Gaia DR3 2075725950072518784|2075725950072518784|300.30497708|43.043785466
Gaia DR3 430505673266804608|430505673266804608|5.1067893223|62.396316955
Gaia DR3 430509281039254272|430509281039254272|5.1889741125|62.48358821
Gaia DR3 430511789300158720|430511789300158720|5.0725763514|62.463878912
Gaia DR3 430526735783434624|430526735783434624|6.9577467424|62.270158202
Gaia DR3 430725747388017408|430725747388017408|8.7971222473|62.989379434
Gaia DR3 430731073149049984|430731073149049984|8.3058841067|62.537337855
Gaia DR3 430356929957388672|430356929957388672|7.8299807508|62.427616116
Gaia DR3 430546389553651584|430546389553651584|6.4864798249|62.549836381
Gaia DR3 430740831314658688|430740831314658688|8.1944255873|62.6557096
Gaia DR3 430365657330888832|430365657330888832|7.2692632681|62.41642568
Gaia DR3 430553811258362112|430553811258362112|7.1570966691|62.488243611
Gaia DR3 430952762178338048|430952762178338048|6.8494809895|63.062032674
Gaia DR3 430554120495997568|430554120495997568|7.1998531004|62.506269806
Gaia DR3 430964135251518336|430964135251518336|6.2851908948|63.204412403
Gaia DR3 430573121430997248|430573121430997248|6.4348815628|62.778644956
Gaia DR3 430573224512815360|430573224512815360|6.3044950987|62.622485948
Gaia DR3 430769040662018560|430769040662018560|8.2499967173|62.931773268
Gaia DR3 431207466614497408|431207466614497408|5.4595288576|64.595092014
Gaia DR3 430785666465509248|430785666465509248|7.4551485257|63.067786276
Gaia DR3 430405961303214464|430405961303214464|6.1980724574|61.831045739
Gaia DR3 430409053683367808|430409053683367808|6.104174969|61.840480732
Gaia DR3 430597379407516416|430597379407516416|6.0410660441|62.623305808
Gaia DR3 430994577980789632|430994577980789632|6.6266366052|63.442277331
Gaia DR3 431345390914405760|431345390914405760|2.9618386171|63.037540852
Gaia DR3 431225647222930688|431225647222930688|4.2071719889|62.156256233
Gaia DR3 430802197807809920|430802197807809920|9.3217682735|62.838723516
Gaia DR3 431015743580595840|431015743580595840|5.89939013|63.332211607
Gaia DR3 430433792692320000|430433792692320000|5.96147874|61.93588467
Gaia DR3 431022989179452416|431022989179452416|5.741735709|63.439792835
Gaia DR3 431252379099067648|431252379099067648|3.6841259954|62.543656744
Gaia DR3 430632323262239488|430632323262239488|5.8536697989|63.030292371
Gaia DR3 430447055552506368|430447055552506368|5.6007825138|61.656578178
Gaia DR3 430450903843147776|430450903843147776|5.4745462717|61.750718374
Gaia DR3 431272548266615168|431272548266615168|4.1700808651|62.551833652
Gaia DR3 430657715105609984|430657715105609984|9.428307851|62.054481512
Gaia DR3 430851980760890880|430851980760890880|9.1464417169|63.38932102
Gaia DR3 430476428822993024|430476428822993024|5.0230660898|62.066300125
Gaia DR3 431281000762096128|431281000762096128|3.7387181442|62.837088034
Gaia DR3 430492582206993408|430492582206993408|5.9567194402|62.323201137
Gaia DR3 430873562982844928|430873562982844928|8.1705772549|63.269330867
Gaia DR3 430684721859552384|430684721859552384|8.7514668297|62.448190647
Gaia DR3 431318693396275712|431318693396275712|3.0149066124|62.813831166
Gaia DR3 3158331276587472768|3158331276587472768|103.60964915|9.4558977415
Gaia DR3 3157950918582624256|3157950918582624256|104.70965506|9.6227293954
Gaia DR3 3157561794546130304|3157561794546130304|104.25831389|9.2703997711
Gaia DR3 3157597219436280704|3157597219436280704|105.62636481|8.6689790194
Gaia DR3 2074121487741345536|2074121487741345536|301.42763954|39.997550088
Gaia DR3 2074138461452860544|2074138461452860544|301.09716549|40.207923993
Gaia DR3 2072040657665363584|2072040657665363584|297.06299754|37.366426179
Gaia DR3 2074208963309674368|2074208963309674368|300.12951342|39.764515528
Gaia DR3 3157754445299760256|3157754445299760256|106.21078642|9.383189693
Gaia DR3 2074080771448699776|2074080771448699776|301.50293464|40.064956442
Gaia DR3 2071856008429351680|2071856008429351680|298.98937499|37.186172589
Gaia DR3 3157817877675728640|3157817877675728640|105.79892243|9.5816112033
Gaia DR3 4097022290734916224|4097022290734916224|277.10224587|-16.7054657
Gaia DR3 3026715409721235968|3026715409721235968|111.90411794|-18.496593527
Gaia DR3 3027289938905358976|3027289938905358976|113.2320396|-17.225270627
Gaia DR3 3026445342175152896|3026445342175152896|112.50528335|-19.143007834
Gaia DR3 3026472417650160128|3026472417650160128|112.74514864|-18.929993685
Gaia DR3 3027347143567548160|3027347143567548160|112.94474042|-16.996652443
Gaia DR3 3026787049776666112|3026787049776666112|111.65724146|-18.129170793
Gaia DR3 4096944289764869248|4096944289764869248|275.85715413|-17.124439636
Gaia DR3 3026797941812222720|3026797941812222720|111.5000378|-18.138199659
Gaia DR3 3159640386918214528|3159640386918214528|105.91512359|10.770280888
Gaia DR3 3159156150826442240|3159156150826442240|103.96860149|11.144990162
Gaia DR3 3159254870653367936|3159254870653367936|104.14077818|11.738107182
Gaia DR3 518245395487889408|518245395487889408|28.492548659|64.972288113
Gaia DR3 3159026240955199232|3159026240955199232|103.29114591|10.679403928
Gaia DR3 518490620937208448|518490620937208448|31.75579781|65.306711224
Gaia DR3 518357511310955520|518357511310955520|28.619544388|65.347967291
Gaia DR3 518378127154890240|518378127154890240|29.487047113|65.557813544
Gaia DR3 1810953585765165312|1810953585765165312|309.16400627|16.335530587
Gaia DR3 4506875248640287872|4506875248640287872|285.90545626|14.940114416
Gaia DR3 2062191477331679872|2062191477331679872|303.77918751|39.507418555
Gaia DR3 1810331949391871488|1810331949391871488|303.50229787|18.604247976
Gaia DR3 2062241436384532224|2062241436384532224|304.56520315|39.884889334
Gaia DR3 2062049262381982976|2062049262381982976|302.0324245|39.750771788
Gaia DR3 2062052286040366976|2062052286040366976|302.36073713|39.580327784
Gaia DR3 4069265566322069760|4069265566322069760|270.82852812|-22.88440506
Gaia DR3 2020744321390496256|2020744321390496256|296.34692466|24.324989135
Gaia DR3 1747323748351911040|1747323748351911040|320.89746857|14.050144289
Gaia DR3 4069523951550440832|4069523951550440832|269.73857648|-22.517553264
Gaia DR3 4069531888651307776|4069531888651307776|270.00340134|-22.548403577
Gaia DR3 4104148122577119104|4104148122577119104|277.32937638|-14.294405695
Gaia DR3 2087465263915399040|2087465263915399040|302.67779643|48.919144469
Gaia DR3 4104173617487595776|4104173617487595776|277.5052912|-14.208853126
Gaia DR3 2088135515026030208|2088135515026030208|303.9842669|50.820094902
Gaia DR3 2171346005266321024|2171346005266321024|324.24699605|50.528756403
Gaia DR3 2171367484407706112|2171367484407706112|323.9590536|50.780126037
Gaia DR3 1870282030623776256|1870282030623776256|311.39181579|35.35389254
Gaia DR3 1870290998515818624|1870290998515818624|311.55271512|35.540412162
Gaia DR3 1870023851548985344|1870023851548985344|314.1605146|36.330463038
Gaia DR3 3453921272476901760|3453921272476901760|93.377033718|37.159109732
Gaia DR3 3451987987438434944|3451987987438434944|90.118770335|35.312158859
Gaia DR3 3453271766045220224|3453271766045220224|91.321875687|35.474535492
Gaia DR3 3047132790892086400|3047132790892086400|109.49544641|-10.441320022
Gaia DR3 3046208926245479168|3046208926245479168|106.73512572|-11.327338553
Gaia DR3 3046882033520664448|3046882033520664448|110.60344825|-10.822627349
Gaia DR3 2011824189682195200|2011824189682195200|357.52377787|60.927081637
Gaia DR3 2011851574400739456|2011851574400739456|358.35184664|60.680326677
Gaia DR3 3047211612133425280|3047211612133425280|109.34674678|-9.9797186735
Gaia DR3 2011867311156752256|2011867311156752256|358.27170787|60.91240164
Gaia DR3 2011868067070949632|2011868067070949632|358.05408595|60.916170957
Gaia DR3 3046950615560237440|3046950615560237440|110.15667222|-10.565908984
Gaia DR3 3046963019425552512|3046963019425552512|110.37234997|-10.338911961
Gaia DR3 2011620848749885696|2011620848749885696|359.29662234|60.485069606
Gaia DR3 2011888476756645504|2011888476756645504|359.67981728|61.160983985
Gaia DR3 2011889610628331008|2011889610628331008|359.94155596|61.217812238
Gaia DR3 3046357635190865536|3046357635190865536|107.07268848|-10.781836083
Gaia DR3 2011642010048282112|2011642010048282112|358.48540234|60.374022648
Gaia DR3 2011901911414140544|2011901911414140544|359.21812138|61.227266669
Gaia DR3 3046050837087595008|3046050837087595008|105.78241019|-11.199198928
Gaia DR3 2011662698911864064|2011662698911864064|358.45187047|60.591951911
Gaia DR3 2011663553604222976|2011663553604222976|358.34502981|60.635370378
Gaia DR3 3046111443367239680|3046111443367239680|105.31291855|-11.063079185
Gaia DR3 2011950874043347840|2011950874043347840|359.39418468|61.374056572
Gaia DR3 2011954344376772480|2011954344376772480|359.00202898|61.431239823
Gaia DR3 2011954580585225984|2011954580585225984|359.17135773|61.396466811
Gaia DR3 2163756493126751488|2163756493126751488|314.26113908|46.545729035
Gaia DR3 295893559881228800|295893559881228800|23.574972001|27.391523935
Gaia DR3 1862468042000453376|1862468042000453376|309.55885096|31.294670605
Gaia DR3 2164004604798275840|2164004604798275840|317.91447376|45.503586932
Gaia DR3 2164005429438666880|2164005429438666880|317.80137765|45.525422894
Gaia DR3 2164005463792330240|2164005463792330240|317.8432913|45.496472307
Gaia DR3 2163581876939854080|2163581876939854080|315.55237849|46.210477564
Gaia DR3 2163728833536816512|2163728833536816512|314.34384665|46.449464171
Gaia DR3 2163729555091181440|2163729555091181440|314.163441|46.355731269
Gaia DR3 410940619754768128|410940619754768128|19.459887145|55.445382202
Gaia DR3 411791126365398656|411791126365398656|18.151475712|56.410803539
Gaia DR3 4518106656825619712|4518106656825619712|285.71656246|19.730929768
Gaia DR3 1974581085151532800|1974581085151532800|326.57806546|46.453013857
Gaia DR3 5713359874483930112|5713359874483930112|121.17254802|-19.728141011
Gaia DR3 1974474501241412224|1974474501241412224|328.6519037|46.816048722
Gaia DR3 5713403717507603328|5713403717507603328|122.18155251|-20.363159998
Gaia DR3 5713478381220572800|5713478381220572800|122.04382004|-19.98180596
Gaia DR3 128799476433330816|128799476433330816|42.001995563|29.044820104
Gaia DR3 4235538799902689664|4235538799902689664|298.65058085|-0.71869107481
Gaia DR3 4235461073871564288|4235461073871564288|297.38936474|-1.1010606236
Gaia DR3 4091485425078680576|4091485425078680576|275.58662101|-20.066936269
Gaia DR3 4105033087572782336|4105033087572782336|281.21925581|-14.353119817
Gaia DR3 4104963410401369984|4104963410401369984|278.18101069|-12.797882223
Gaia DR3 2033549405611870080|2033549405611870080|298.83814046|31.283354225
Gaia DR3 2033711583586441344|2033711583586441344|297.6004398|31.363948602
Gaia DR3 2032893821817577216|2032893821817577216|295.25874231|30.639012848
Gaia DR3 4123258974681562496|4123258974681562496|264.82501538|-18.411508899
Gaia DR3 2032917942356004736|2032917942356004736|295.31452426|30.72132795
Gaia DR3 2033009064373448448|2033009064373448448|296.32153277|31.424112341
Gaia DR3 4317224679872895488|4317224679872895488|294.92261144|14.048128419
Gaia DR3 2060158480360616576|2060158480360616576|300.56117923|37.093693935
Gaia DR3 4352345452031686016|4352345452031686016|248.61779363|-6.1362535008
Gaia DR3 2060190022592875520|2060190022592875520|299.97998599|37.042884456
Gaia DR3 2060149134510976896|2060149134510976896|300.29828006|37.093896514
Gaia DR3 2060249185726240640|2060249185726240640|300.24834927|37.698870272
Gaia DR3 2060303684604611584|2060303684604611584|301.49733275|37.919996949
Gaia DR3 4145230446787680128|4145230446787680128|270.16103483|-15.802383517
Gaia DR3 4145203508750239872|4145203508750239872|271.12128424|-15.644566694
Gaia DR3 1824762279281819008|1824762279281819008|297.18436827|19.661047217
Gaia DR3 420657725568732032|420657725568732032|2.2002311195|55.666503967
Gaia DR3 6848739083380666752|6848739083380666752|308.06123767|-24.067723718
Gaia DR3 421316607911705472|421316607911705472|6.1854152624|55.784591431
Gaia DR3 421675529736368896|421675529736368896|7.0501279357|56.396523097
Gaia DR3 6849002313335584000|6849002313335584000|306.04891954|-24.950399601
Gaia DR3 420521729725089408|420521729725089408|0.17442227662|55.722456499
Gaia DR3 2205805597330814336|2205805597330814336|333.60272366|63.122106364
Gaia DR3 420863540401294080|420863540401294080|1.0764849799|55.874897014
Gaia DR3 420875841188703360|420875841188703360|0.86309820655|55.550891676
Gaia DR3 2205868578733415936|2205868578733415936|332.74814472|63.399569562
Gaia DR3 2206429467097422720|2206429467097422720|337.32303196|65.113315028
Gaia DR3 2205709733665402240|2205709733665402240|331.11591949|62.407613969
Gaia DR3 2206137890359278464|2206137890359278464|332.43533072|64.122349723
Gaia DR3 4154232835623350656|4154232835623350656|276.08606033|-10.809529879
Gaia DR3 2205988872176838528|2205988872176838528|332.00114291|63.735546535
Gaia DR3 1364604400925740160|1364604400925740160|258.36548257|45.372206865
Gaia DR3 1367102319545324288|1367102319545324288|266.23111123|50.044248098
Gaia DR3 1369896865785991424|1369896865785991424|237.9994469|32.948428353
Gaia DR3 181173402856344704|181173402856344704|80.665345709|33.371731572
Gaia DR3 181174025630477056|181174025630477056|80.693933193|33.419862132
Gaia DR3 181174781544714880|181174781544714880|80.683325213|33.44073202
Gaia DR3 181178389317231616|181178389317231616|80.622088707|33.514011993
Gaia DR3 182433791079705856|182433791079705856|82.039951881|33.313113253
Gaia DR3 182098955427348096|182098955427348096|79.374726671|34.516259035
Gaia DR3 182445267232875008|182445267232875008|81.965344911|33.478046578
Gaia DR3 4315243772234591616|4315243772234591616|294.10194073|12.034480119
Gaia DR3 4315360011251038592|4315360011251038592|293.41107529|12.153557151
Gaia DR3 453467015100362240|453467015100362240|42.425460126|53.927086409
Gaia DR3 258093385208541568|258093385208541568|67.165083778|48.598602579
Gaia DR3 4263591911398361472|4263591911398361472|289.92653733|-0.049880675764
Gaia DR3 453151180386061568|453151180386061568|41.69763622|53.941246052
Gaia DR3 452971204073667200|452971204073667200|40.125024082|52.735885366
Gaia DR3 3328412015871561600|3328412015871561600|93.385203228|8.5269846623
Gaia DR3 3329485933790801024|3329485933790801024|92.157184184|9.6345926631
Gaia DR3 4107115876226945536|4107115876226945536|280.75164386|-10.628600752
Gaia DR3 3330215318019812096|3330215318019812096|91.81832086|10.80858178
Gaia DR3 3329915430520476672|3329915430520476672|93.066392235|10.333399473
Gaia DR3 2180462159247496704|2180462159247496704|310.9592065|50.9728413
Gaia DR3 2180272978832304000|2180272978832304000|308.36550507|50.68335396
Gaia DR3 4107099624025718400|4107099624025718400|280.13407124|-10.718612091
Gaia DR3 3329627770791356800|3329627770791356800|90.892692277|9.6651656229
Gaia DR3 2180491884726823168|2180491884726823168|311.29415383|51.210525487
Gaia DR3 3329295890077933184|3329295890077933184|91.623775266|8.6346166537
Gaia DR3 3329702876879522048|3329702876879522048|90.772753423|10.040563646
Gaia DR3 3329351862091524864|3329351862091524864|91.847040217|9.193244563
Gaia DR3 3328401815326097408|3328401815326097408|93.22102977|8.5704528361
Gaia DR3 2179822041628997888|2179822041628997888|308.30866888|48.810543839
Gaia DR3 5724809810613824768|5724809810613824768|122.97233846|-14.665804182
Gaia DR3 5724008575871798400|5724008575871798400|126.25161608|-12.764776441
Gaia DR3 4203240852063111424|4203240852063111424|283.48312595|-9.3703285512
Gaia DR3 5724121138379037056|5724121138379037056|121.44253423|-16.362994788
Gaia DR3 4089451294172608512|4089451294172608512|276.67379657|-23.435672447
Gaia DR3 5724157490982573824|5724157490982573824|120.90994921|-16.311659446
Gaia DR3 4103444332015622400|4103444332015622400|279.44568295|-14.935675937
Gaia DR3 4102315335351226752|4102315335351226752|283.78325285|-13.769769973
Gaia DR3 4103476458374355584|4103476458374355584|279.93822803|-14.678914049
Gaia DR3 4102389831588565120|4102389831588565120|284.6412731|-13.368902773
Gaia DR3 4066697931845404544|4066697931845404544|272.31016505|-22.777170969
Gaia DR3 441682037156822272|441682037156822272|51.518631521|49.745588913
Gaia DR3 441688909105460224|441688909105460224|51.07210032|49.666626947
Gaia DR3 2204369806948781056|2204369806948781056|328.47204245|62.600203181
Gaia DR3 4066741190760214016|4066741190760214016|272.63253926|-22.249434108
Gaia DR3 442986916939558912|442986916939558912|50.047423174|52.068421737
Gaia DR3 442992311418593664|442992311418593664|49.718464381|52.030058262
Gaia DR3 4066655497563813888|4066655497563813888|273.35523292|-22.717617344
Gaia DR3 2203591627592758144|2203591627592758144|328.25142516|60.642384922
Gaia DR3 2204309917923791104|2204309917923791104|327.66926647|61.803111367
Gaia DR3 2098226081131178880|2098226081131178880|281.16489262|39.648685894
Gaia DR3 3129003350104736896|3129003350104736896|102.57302226|4.546562132
Gaia DR3 3130004665899281024|3130004665899281024|98.598173341|2.5341557939
Gaia DR3 3129409001176285952|3129409001176285952|102.6186095|5.5510292233
Gaia DR3 3129134746043549184|3129134746043549184|103.57617992|5.1101300018
Gaia DR3 3129147695366455168|3129147695366455168|103.119906|5.1491682098
Gaia DR3 3130204399057090432|3130204399057090432|99.463366907|3.6204295371
Gaia DR3 3128806919780006912|3128806919780006912|105.03626015|5.1584087705
Gaia DR3 3129938214166485760|3129938214166485760|103.72807555|6.4725825348
Gaia DR3 3129967351224364160|3129967351224364160|104.128979|6.6576098189
Gaia DR3 3130556139698032512|3130556139698032512|98.462312171|4.525448992
Gaia DR3 3130559713110677248|3130559713110677248|98.476701566|4.6623959981
Gaia DR3 1871538566251052800|1871538566251052800|314.56636797|36.777960865
Gaia DR3 431502002599782016|431502002599782016|2.3545156736|62.788411863
Gaia DR3 431817596791844608|431817596791844608|3.8789576482|64.148715572
Gaia DR3 431648134564246656|431648134564246656|1.9904122697|63.678730737
Gaia DR3 2198760579658854144|2198760579658854144|333.23300556|57.661996323
Gaia DR3 431515810905725952|431515810905725952|1.8880499812|63.080307155
Gaia DR3 2198629703419402880|2198629703419402880|332.3595023|57.132268018
Gaia DR3 2198645234021985536|2198645234021985536|333.08141084|57.252224928
Gaia DR3 2198645474540147072|2198645474540147072|333.09855147|57.273612353
Gaia DR3 431866559420793728|431866559420793728|3.3958278562|64.164878948
Gaia DR3 2198646161734895360|2198646161734895360|333.03651671|57.272203068
Gaia DR3 431683284577732096|431683284577732096|2.0626897571|64.062199427
Gaia DR3 431542684530969600|431542684530969600|1.9273995214|63.300706293
Gaia DR3 431544161999683200|431544161999683200|2.0075701168|63.345689639
Gaia DR3 431547116937140736|431547116937140736|2.1909396939|63.410262175
Gaia DR3 431696822314371456|431696822314371456|1.6106666151|64.196161651
Gaia DR3 431902465348190720|431902465348190720|3.3801808615|64.54170216
Gaia DR3 4122794392253089024|4122794392253089024|260.98330924|-18.325032836
Gaia DR3 431569519486156032|431569519486156032|1.5140781206|63.679649818
Gaia DR3 4099494267768340480|4099494267768340480|279.1962876|-17.630608526
Gaia DR3 431435791383779072|431435791383779072|3.3414895779|63.244834014
Gaia DR3 431585531125734528|431585531125734528|0.8423847496|63.432051569
Gaia DR3 431607555719341952|431607555719341952|1.1412296343|63.541198123
Gaia DR3 431618413396549760|431618413396549760|1.2535293673|63.82588648
Gaia DR3 431784233486202880|431784233486202880|4.7411589058|63.571988001
Gaia DR3 431784577083584384|431784577083584384|4.7784456444|63.589152345
Gaia DR3 431786432509432448|431786432509432448|4.7491679833|63.664503429
Gaia DR3 431630851621447552|431630851621447552|0.016073195224|63.908243133
Gaia DR3 431794919364883840|431794919364883840|4.8584068733|63.826759668
Gaia DR3 3326366000827239040|3326366000827239040|98.776926075|8.71512487
Gaia DR3 432017055072993792|432017055072993792|2.7334052832|64.963180246
Gaia DR3 3327214377127614464|3327214377127614464|98.149918632|9.4913641381
Gaia DR3 3328031382987667968|3328031382987667968|98.751515262|11.124418037
Gaia DR3 1755822492200685824|1755822492200685824|308.08384792|13.00771852
Gaia DR3 1756796212825242496|1756796212825242496|314.23274843|10.976200046
Gaia DR3 3327648546781005696|3327648546781005696|99.040500616|10.284881442
Gaia DR3 3328169371696096384|3328169371696096384|92.994691713|7.3913081695
Gaia DR3 1960697036429526144|1960697036429526144|327.77081349|42.636632524
